neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,expensive,number_of_reviews,reviews_per_month,calculated_host_listings_count,price
1,0,0,0,0,0,1,0,0,0,0.0,1,92.0
0,1,0,0,0,1,0,0,0,1,1.0,1,60.0
0,1,0,0,0,1,0,0,0,7,3.96,1,100.0
0,1,0,0,0,1,0,0,0,0,0.0,2,44.0
1,0,0,0,0,0,1,0,1,0,0.0,1,175.0
1,0,0,0,0,0,1,0,1,0,0.0,4,350.0
1,0,0,0,0,0,1,0,1,2,2.0,1,290.0
1,0,0,0,0,0,1,0,1,13,7.96,1,200.0
1,0,0,0,0,1,0,0,0,1,1.0,2,94.0
0,0,1,0,0,1,0,0,0,11,6.73,2,50.0
1,0,0,0,0,0,1,0,1,0,0.0,1,690.0
0,0,1,0,0,1,0,0,0,2,1.71,5,60.0
1,0,0,0,0,0,1,0,1,2,2.0,1,250.0
1,0,0,0,0,0,1,0,1,3,1.7,1,210.0
0,1,0,0,0,0,1,0,1,2,1.71,1,400.0
0,0,1,0,0,1,0,0,0,5,3.75,5,60.0
0,1,0,0,0,0,1,0,1,3,1.88,1,300.0
1,0,0,0,0,0,1,0,1,5,3.33,2,300.0
0,1,0,0,0,1,0,0,0,1,0.52,5,36.0
0,1,0,0,0,1,0,0,1,0,0.0,1,119.0
0,1,0,0,0,0,1,0,1,2,1.4,1,300.0
1,0,0,0,0,1,0,0,0,5,3.49,7,91.0
0,0,0,1,0,0,1,0,1,1,0.79,1,200.0
0,1,0,0,0,0,0,1,0,0,0.0,10,20.0
1,0,0,0,0,1,0,0,1,8,4.62,7,150.0
0,1,0,0,0,0,1,0,1,3,2.0,1,350.0
0,0,0,1,0,0,1,0,0,0,0.0,1,87.0
1,0,0,0,0,1,0,0,0,0,0.0,3,98.0
1,0,0,0,0,0,1,0,1,1,1.0,2,150.0
1,0,0,0,0,1,0,0,0,0,0.0,3,60.0
1,0,0,0,0,1,0,0,0,0,0.0,1,86.0
0,1,0,0,0,0,1,0,1,2,2.0,1,240.0
1,0,0,0,0,0,1,0,1,2,1.4,1,255.0
1,0,0,0,0,1,0,0,0,0,0.0,2,40.0
1,0,0,0,0,0,1,0,1,3,1.58,1,180.0
1,0,0,0,0,1,0,0,0,2,2.0,3,55.0
0,1,0,0,0,1,0,0,0,4,2.35,1,75.0
1,0,0,0,0,1,0,0,0,1,0.56,3,60.0
0,0,0,0,1,0,1,0,0,0,0.0,3,75.0
0,1,0,0,0,0,1,0,0,6,4.19,1,100.0
0,1,0,0,0,1,0,0,0,1,0.77,1,70.0
1,0,0,0,0,0,1,0,1,0,0.0,1,250.0
0,1,0,0,0,1,0,0,0,1,1.0,3,99.0
1,0,0,0,0,0,1,0,1,2,1.62,1,210.0
0,0,1,0,0,1,0,0,0,5,3.33,1,55.0
0,0,0,1,0,0,1,0,1,4,2.79,2,169.0
0,0,0,1,0,0,1,0,0,0,0.0,1,89.0
0,0,0,1,0,0,0,1,0,5,2.68,1,40.0
0,1,0,0,0,1,0,0,0,4,2.14,2,40.0
1,0,0,0,0,0,1,0,1,0,0.0,1,130.0
1,0,0,0,0,0,1,0,1,0,0.0,1,150.0
0,0,1,0,0,0,0,1,0,0,0.0,1,36.0
1,0,0,0,0,0,1,0,1,4,2.35,1,333.0
0,0,0,1,0,1,0,0,0,0,0.0,1,45.0
0,0,0,1,0,0,1,0,1,2,1.2,6,199.0
1,0,0,0,0,0,0,1,0,0,0.0,4,75.0
0,1,0,0,0,0,1,0,1,0,0.0,1,200.0
1,0,0,0,0,0,1,0,1,3,2.05,1,200.0
0,1,0,0,0,0,0,1,0,0,0.0,8,30.0
0,1,0,0,0,0,1,0,0,8,4.44,1,100.0
1,0,0,0,0,1,0,0,0,2,1.18,1,60.0
0,0,0,1,0,0,0,1,0,1,1.0,8,30.0
0,0,0,1,0,0,1,0,1,0,0.0,2,275.0
0,1,0,0,0,0,1,0,1,0,0.0,1,275.0
1,0,0,0,0,0,1,0,1,2,1.36,1,255.0
1,0,0,0,0,0,1,0,1,0,0.0,1,250.0
0,0,0,1,0,1,0,0,0,23,12.11,1,50.0
0,1,0,0,0,1,0,0,0,2,1.09,1,43.0
0,1,0,0,0,1,0,0,0,4,2.31,1,85.0
1,0,0,0,0,0,1,0,1,1,0.54,1,250.0
1,0,0,0,0,0,1,0,0,2,1.67,1,100.0
1,0,0,0,0,0,1,0,1,6,3.21,1,449.0
0,1,0,0,0,0,1,0,1,1,1.0,1,150.0
0,1,0,0,0,1,0,0,1,3,2.05,1,200.0
1,0,0,0,0,0,1,0,1,0,0.0,1,350.0
0,1,0,0,0,0,1,0,1,3,2.25,1,500.0
1,0,0,0,0,0,1,0,1,0,0.0,1,150.0
1,0,0,0,0,1,0,0,0,3,2.73,3,85.0
0,0,0,1,0,0,1,0,1,0,0.0,1,110.0
0,1,0,0,0,0,1,0,1,1,1.0,1,120.0
1,0,0,0,0,0,1,0,1,4,2.61,1,300.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
1,0,0,0,0,0,1,0,1,1,0.54,1,585.0
1,0,0,0,0,1,0,0,0,4,4.0,2,73.0
0,0,1,0,0,1,0,0,0,0,0.0,1,40.0
1,0,0,0,0,1,0,0,1,0,0.0,1,150.0
0,1,0,0,0,0,1,0,1,1,0.58,4,349.0
1,0,0,0,0,1,0,0,0,9,5.51,1,80.0
0,0,0,1,0,0,1,0,0,0,0.0,1,84.0
1,0,0,0,0,0,1,0,1,1,1.0,1,200.0
0,1,0,0,0,1,0,0,0,15,11.84,1,85.0
1,0,0,0,0,0,1,0,0,0,0.0,327,100.0
0,1,0,0,0,1,0,0,0,1,0.79,1,55.0
0,0,0,1,0,1,0,0,0,10,6.82,1,100.0
1,0,0,0,0,0,1,0,1,2,1.22,1,350.0
1,0,0,0,0,1,0,0,1,1,1.0,1,125.0
0,1,0,0,0,1,0,0,0,4,3.16,1,35.0
0,0,0,1,0,1,0,0,0,4,4.0,2,75.0
0,0,0,1,0,1,0,0,0,8,4.44,4,35.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
0,0,0,1,0,0,1,0,0,1,0.86,1,83.0
1,0,0,0,0,1,0,0,1,2,2.0,1,130.0
0,1,0,0,0,0,1,0,1,7,4.04,1,275.0
0,1,0,0,0,1,0,0,0,1,0.59,13,54.0
0,0,0,1,0,1,0,0,0,2,2.0,6,99.0
0,1,0,0,0,0,1,0,1,7,4.38,1,225.0
0,1,0,0,0,0,1,0,1,0,0.0,1,120.0
0,0,0,1,0,1,0,0,0,0,0.0,1,86.0
0,0,0,1,0,1,0,0,0,9,4.82,6,59.0
1,0,0,0,0,0,1,0,0,0,0.0,1,75.0
0,0,0,1,0,1,0,0,0,1,1.0,6,45.0
0,0,0,1,0,0,1,0,0,1,1.0,2,90.0
0,0,0,1,0,1,0,0,1,0,0.0,2,110.0
0,1,0,0,0,0,1,0,0,2,1.18,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,250.0
1,0,0,0,0,1,0,0,0,1,0.79,2,80.0
1,0,0,0,0,0,1,0,1,1,0.88,1,250.0
0,1,0,0,0,0,1,0,1,5,2.94,1,300.0
1,0,0,0,0,1,0,0,0,4,2.35,1,65.0
0,1,0,0,0,0,0,1,0,1,1.0,2,38.0
0,1,0,0,0,0,1,0,1,0,0.0,1,150.0
1,0,0,0,0,0,1,0,1,8,5.11,1,350.0
0,1,0,0,0,0,1,0,1,1,1.0,1,250.0
1,0,0,0,0,0,1,0,1,8,5.45,1,269.0
0,1,0,0,0,1,0,0,0,1,0.57,2,85.0
0,1,0,0,0,1,0,0,1,0,0.0,1,250.0
1,0,0,0,0,0,1,0,1,0,0.0,1,315.0
1,0,0,0,0,1,0,0,0,0,0.0,5,100.0
1,0,0,0,0,0,1,0,1,0,0.0,327,130.0
1,0,0,0,0,0,0,1,0,4,4.0,1,70.0
1,0,0,0,0,0,1,0,1,2,2.0,1,139.0
0,1,0,0,0,0,1,0,1,7,4.2,1,149.0
1,0,0,0,0,0,1,0,1,0,0.0,327,110.0
0,1,0,0,0,0,1,0,1,0,0.0,2,120.0
1,0,0,0,0,1,0,0,0,3,3.0,5,100.0
1,0,0,0,0,0,1,0,1,0,0.0,327,110.0
0,1,0,0,0,1,0,0,0,1,1.0,1,90.0
0,1,0,0,0,0,1,0,1,1,1.0,2,200.0
0,0,1,0,0,0,0,1,0,5,2.94,8,28.0
1,0,0,0,0,0,1,0,1,0,0.0,1,125.0
1,0,0,0,0,0,1,0,1,5,3.19,1,499.0
0,1,0,0,0,1,0,0,0,6,3.4,2,92.0
0,0,1,0,0,0,0,1,0,1,0.67,8,28.0
0,0,0,1,0,1,0,0,0,1,0.68,1,59.0
0,0,0,1,0,0,1,0,0,6,4.86,1,99.0
0,1,0,0,0,1,0,0,0,0,0.0,5,39.0
1,0,0,0,0,1,0,0,0,0,0.0,1,100.0
0,1,0,0,0,1,0,0,0,0,0.0,5,43.0
0,0,1,0,0,0,0,1,0,2,1.15,8,28.0
1,0,0,0,0,1,0,0,1,1,1.0,1,180.0
0,0,1,0,0,0,0,1,0,3,1.7,8,28.0
1,0,0,0,0,0,1,0,1,2,1.33,9,460.0
0,0,0,1,0,1,0,0,0,2,2.0,1,50.0
0,0,1,0,0,1,0,0,0,1,1.0,1,75.0
1,0,0,0,0,0,1,0,1,8,5.11,1,109.0
1,0,0,0,0,1,0,0,0,1,1.0,1,65.0
1,0,0,0,0,1,0,0,0,4,2.86,2,89.0
0,0,0,1,0,0,1,0,1,5,3.13,1,199.0
0,0,0,1,0,1,0,0,0,1,0.57,7,42.0
0,0,1,0,0,0,1,0,0,0,0.0,1,90.0
0,0,0,1,0,1,0,0,0,7,5.0,6,42.0
0,1,0,0,0,1,0,0,0,2,1.22,3,65.0
0,0,0,1,0,1,0,0,0,9,4.91,6,69.0
1,0,0,0,0,1,0,0,1,0,0.0,1,1900.0
0,1,0,0,0,0,1,0,0,0,0.0,5,85.0
1,0,0,0,0,0,1,0,1,1,1.0,6,195.0
0,0,0,1,0,0,1,0,1,5,5.0,1,320.0
1,0,0,0,0,1,0,0,0,12,7.66,5,100.0
1,0,0,0,0,1,0,0,0,13,11.14,5,100.0
1,0,0,0,0,0,1,0,1,5,3.19,1,172.0
1,0,0,0,0,0,1,0,1,3,3.0,1,220.0
0,0,0,1,0,1,0,0,0,9,6.43,1,55.0
0,1,0,0,0,0,1,0,1,0,0.0,1,185.0
1,0,0,0,0,0,1,0,1,1,1.0,1,200.0
0,1,0,0,0,0,1,0,0,3,3.0,5,85.0
0,1,0,0,0,1,0,0,0,6,3.91,2,50.0
0,1,0,0,0,0,1,0,1,0,0.0,1,175.0
0,1,0,0,0,0,1,0,0,0,0.0,1,75.0
0,1,0,0,0,1,0,0,0,1,0.68,4,95.0
1,0,0,0,0,1,0,0,0,1,1.0,1,57.0
0,1,0,0,0,0,1,0,1,6,4.09,1,120.0
0,1,0,0,0,0,1,0,1,7,5.83,1,115.0
0,1,0,0,0,0,1,0,1,7,4.12,1,278.0
0,1,0,0,0,0,1,0,1,3,1.8,1,190.0
1,0,0,0,0,1,0,0,0,0,0.0,3,100.0
0,1,0,0,0,0,1,0,1,0,0.0,1,190.0
0,1,0,0,0,0,1,0,1,0,0.0,1,150.0
0,1,0,0,0,0,1,0,1,16,11.16,1,140.0
0,0,1,0,0,0,1,0,0,4,2.79,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,180.0
0,1,0,0,0,1,0,0,0,1,0.79,2,80.0
1,0,0,0,0,1,0,0,0,0,0.0,1,59.0
1,0,0,0,0,1,0,0,0,1,1.0,1,98.0
1,0,0,0,0,1,0,0,0,8,6.67,5,100.0
0,1,0,0,0,1,0,0,0,5,2.88,1,80.0
0,1,0,0,0,1,0,0,0,2,2.0,1,50.0
0,0,0,1,0,1,0,0,0,3,1.76,7,32.0
1,0,0,0,0,1,0,0,1,6,3.46,1,110.0
0,1,0,0,0,1,0,0,0,4,2.31,1,51.0
0,0,1,0,0,1,0,0,0,3,3.0,2,80.0
0,1,0,0,0,0,1,0,0,0,0.0,1,68.0
1,0,0,0,0,0,1,0,1,0,0.0,1,150.0
1,0,0,0,0,0,1,0,1,0,0.0,1,289.0
0,0,0,1,0,1,0,0,0,2,1.58,3,90.0
1,0,0,0,0,1,0,0,0,0,0.0,1,65.0
1,0,0,0,0,0,1,0,1,1,1.0,1,212.0
0,0,1,0,0,1,0,0,0,0,0.0,5,40.0
1,0,0,0,0,0,1,0,1,1,1.0,1,500.0
1,0,0,0,0,1,0,0,0,2,1.36,2,65.0
0,1,0,0,0,1,0,0,0,1,0.61,1,60.0
0,0,0,1,0,1,0,0,0,10,5.77,6,99.0
1,0,0,0,0,1,0,0,0,0,0.0,1,82.0
0,1,0,0,0,0,1,0,0,5,5.0,1,90.0
0,1,0,0,0,1,0,0,0,4,2.86,3,51.0
0,1,0,0,0,1,0,0,0,5,3.06,3,56.0
0,1,0,0,0,0,1,0,1,1,1.0,1,265.0
0,1,0,0,0,1,0,0,0,2,1.58,3,56.0
1,0,0,0,0,0,1,0,1,7,4.2,1,219.0
0,1,0,0,0,1,0,0,0,8,6.32,2,68.0
1,0,0,0,0,0,1,0,1,0,0.0,3,300.0
0,1,0,0,0,0,1,0,1,13,7.96,1,160.0
1,0,0,0,0,0,1,0,1,7,4.47,1,250.0
0,1,0,0,0,1,0,0,1,1,0.94,1,125.0
0,0,0,1,0,0,1,0,1,0,0.0,1,199.0
0,1,0,0,0,1,0,0,0,2,1.28,3,68.0
0,1,0,0,0,0,1,0,1,0,0.0,1,120.0
0,0,1,0,0,0,0,1,0,0,0.0,1,85.0
0,0,1,0,0,0,0,1,0,3,2.65,8,28.0
1,0,0,0,0,0,1,0,1,7,4.88,1,175.0
1,0,0,0,0,0,1,0,1,5,3.95,1,123.0
1,0,0,0,0,0,1,0,1,1,0.68,1,140.0
1,0,0,0,0,1,0,0,0,1,1.0,3,90.0
0,1,0,0,0,0,1,0,1,0,0.0,3,120.0
0,1,0,0,0,1,0,0,1,1,0.59,1,250.0
1,0,0,0,0,0,1,0,1,2,2.0,1,250.0
0,1,0,0,0,1,0,0,0,1,0.75,2,29.0
1,0,0,0,0,1,0,0,0,1,0.57,1,50.0
1,0,0,0,0,0,1,0,1,4,2.73,1,479.0
0,1,0,0,0,1,0,0,0,7,4.2,1,75.0
0,0,0,1,0,1,0,0,0,2,1.62,1,50.0
1,0,0,0,0,0,1,0,0,0,0.0,1,85.0
1,0,0,0,0,1,0,0,1,0,0.0,1,150.0
1,0,0,0,0,1,0,0,0,13,7.5,1,60.0
1,0,0,0,0,1,0,0,1,2,1.36,1,110.0
0,1,0,0,0,0,1,0,1,0,0.0,1,225.0
1,0,0,0,0,0,1,0,1,2,2.0,2,175.0
1,0,0,0,0,0,1,0,1,11,6.73,1,500.0
1,0,0,0,0,1,0,0,0,7,5.0,1,79.0
1,0,0,0,0,0,1,0,1,4,3.33,1,490.0
1,0,0,0,0,1,0,0,0,5,5.0,1,94.0
0,1,0,0,0,0,1,0,1,1,1.0,2,140.0
0,0,1,0,0,0,0,1,0,10,6.82,8,28.0
0,1,0,0,0,1,0,0,0,1,0.68,2,80.0
0,0,0,1,0,1,0,0,0,2,1.82,2,40.0
1,0,0,0,0,0,1,0,1,2,1.43,1,109.0
1,0,0,0,0,0,0,1,0,7,4.04,6,75.0
0,0,0,1,0,1,0,0,1,2,1.15,2,115.0
0,1,0,0,0,0,1,0,1,3,2.81,1,328.0
0,1,0,0,0,0,1,0,1,4,2.79,1,114.0
1,0,0,0,0,0,0,1,0,0,0.0,1,55.0
1,0,0,0,0,0,1,0,1,4,2.79,1,166.0
1,0,0,0,0,0,1,0,1,14,8.24,1,325.0
1,0,0,0,0,0,1,0,1,4,4.0,1,200.0
0,0,0,1,0,1,0,0,0,5,3.0,1,80.0
1,0,0,0,0,0,1,0,1,6,4.86,1,499.0
1,0,0,0,0,0,1,0,1,5,4.05,1,499.0
1,0,0,0,0,0,1,0,1,0,0.0,1,250.0
0,1,0,0,0,0,1,0,0,3,2.65,1,100.0
0,1,0,0,0,0,1,0,1,4,3.33,1,120.0
0,1,0,0,0,1,0,0,0,0,0.0,4,58.0
0,0,0,1,0,1,0,0,0,4,3.64,1,50.0
0,0,0,1,0,1,0,0,0,8,5.33,1,52.0
0,0,0,1,0,1,0,0,0,0,0.0,37,33.0
1,0,0,0,0,0,1,0,0,1,0.83,1,90.0
1,0,0,0,0,0,1,0,0,10,5.88,2,89.0
1,0,0,0,0,0,1,0,1,2,1.67,1,217.0
1,0,0,0,0,0,1,0,1,3,1.96,1,150.0
1,0,0,0,0,0,0,1,0,6,3.46,6,76.0
1,0,0,0,0,1,0,0,0,3,3.0,1,70.0
1,0,0,0,0,0,0,1,0,8,4.62,6,75.0
0,1,0,0,0,0,1,0,1,1,1.0,1,650.0
1,0,0,0,0,0,0,1,0,4,2.35,6,75.0
0,1,0,0,0,1,0,0,0,2,1.67,2,99.0
1,0,0,0,0,0,1,0,1,4,2.55,2,249.0
1,0,0,0,0,0,0,1,0,3,1.76,6,75.0
1,0,0,0,0,1,0,0,0,0,0.0,2,70.0
1,0,0,0,0,0,0,1,0,3,2.2,6,75.0
1,0,0,0,0,0,1,0,0,6,3.53,2,85.0
0,0,0,1,0,1,0,0,0,4,2.35,1,75.0
1,0,0,0,0,0,1,0,0,0,0.0,1,90.0
1,0,0,0,0,0,1,0,1,0,0.0,1,450.0
1,0,0,0,0,0,1,0,1,0,0.0,1,300.0
1,0,0,0,0,0,1,0,1,11,7.5,3,195.0
1,0,0,0,0,0,1,0,1,15,8.82,1,300.0
1,0,0,0,0,0,1,0,1,2,1.46,1,500.0
1,0,0,0,0,0,1,0,1,6,3.46,1,199.0
0,0,0,1,0,0,1,0,1,0,0.0,5,145.0
0,1,0,0,0,1,0,0,0,0,0.0,6,99.0
0,0,0,1,0,1,0,0,0,1,0.73,2,77.0
0,0,0,1,0,1,0,0,0,0,0.0,6,55.0
0,1,0,0,0,0,1,0,0,11,7.17,1,90.0
0,0,1,0,0,0,1,0,0,1,1.0,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,175.0
0,1,0,0,0,1,0,0,0,2,1.58,2,60.0
0,1,0,0,0,0,1,0,1,0,0.0,1,125.0
0,1,0,0,0,0,1,0,1,0,0.0,1,120.0
0,1,0,0,0,1,0,0,0,6,4.74,2,50.0
0,1,0,0,0,0,1,0,1,1,1.0,4,395.0
0,1,0,0,0,1,0,0,0,1,0.59,6,99.0
1,0,0,0,0,0,1,0,1,0,0.0,14,200.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
1,0,0,0,0,0,1,0,1,0,0.0,14,225.0
1,0,0,0,0,0,1,0,1,1,1.0,14,200.0
1,0,0,0,0,0,1,0,1,0,0.0,14,300.0
1,0,0,0,0,0,1,0,1,0,0.0,14,220.0
1,0,0,0,0,0,1,0,1,0,0.0,14,300.0
1,0,0,0,0,0,1,0,1,1,1.0,14,190.0
1,0,0,0,0,0,1,0,1,0,0.0,14,300.0
1,0,0,0,0,0,1,0,1,1,1.0,14,300.0
1,0,0,0,0,0,1,0,1,0,0.0,14,190.0
1,0,0,0,0,0,1,0,1,0,0.0,9,200.0
0,0,0,0,1,0,1,0,1,0,0.0,1,1250.0
0,1,0,0,0,1,0,0,0,3,3.0,1,70.0
1,0,0,0,0,0,1,0,1,0,0.0,1,799.0
0,1,0,0,0,0,1,0,1,4,3.0,1,659.0
0,1,0,0,0,0,1,0,1,4,3.64,1,650.0
0,1,0,0,0,0,1,0,1,2,2.0,1,650.0
1,0,0,0,0,0,1,0,1,5,3.41,1,260.0
0,1,0,0,0,0,1,0,1,0,0.0,1,250.0
0,1,0,0,0,0,1,0,1,1,1.0,1,399.0
0,1,0,0,0,1,0,0,0,11,9.17,2,55.0
0,0,0,1,0,1,0,0,1,0,0.0,1,130.0
0,0,0,1,0,1,0,0,0,0,0.0,7,43.0
0,1,0,0,0,0,1,0,1,2,2.0,3,475.0
0,1,0,0,0,0,1,0,1,1,1.0,1,200.0
0,1,0,0,0,1,0,0,0,8,6.49,2,55.0
0,0,0,1,0,0,1,0,0,3,3.0,2,99.0
1,0,0,0,0,0,1,0,1,3,3.0,1,289.0
1,0,0,0,0,0,1,0,1,6,4.62,1,499.0
0,0,0,0,1,0,1,0,0,0,0.0,1,61.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
0,0,0,1,0,0,1,0,1,0,0.0,2,180.0
0,1,0,0,0,0,0,1,0,0,0.0,6,25.0
0,1,0,0,0,0,0,1,0,1,0.67,6,25.0
0,1,0,0,0,0,0,1,0,0,0.0,6,25.0
0,0,1,0,0,1,0,0,0,0,0.0,1,55.0
0,0,1,0,0,0,0,1,0,0,0.0,4,80.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
1,0,0,0,0,0,1,0,1,1,1.0,1,299.0
1,0,0,0,0,1,0,0,0,0,0.0,1,24.0
1,0,0,0,0,0,1,0,1,4,2.55,1,125.0
1,0,0,0,0,0,1,0,1,0,0.0,1,180.0
1,0,0,0,0,0,1,0,0,2,1.33,2,95.0
1,0,0,0,0,0,1,0,1,1,1.0,1,250.0
0,1,0,0,0,0,1,0,1,1,0.73,1,200.0
0,0,0,0,1,0,1,0,1,0,0.0,3,299.0
0,0,0,1,0,0,1,0,0,1,0.81,1,93.0
0,1,0,0,0,0,1,0,1,6,3.83,2,225.0
1,0,0,0,0,0,1,0,1,0,0.0,1,310.0
1,0,0,0,0,0,1,0,1,6,5.29,1,1000.0
0,1,0,0,0,0,1,0,0,4,2.73,1,90.0
0,0,0,1,0,0,1,0,1,0,0.0,3,120.0
0,1,0,0,0,1,0,0,0,0,0.0,1,90.0
0,0,1,0,0,1,0,0,0,1,0.68,1,75.0
1,0,0,0,0,1,0,0,0,4,2.55,1,75.0
0,1,0,0,0,1,0,0,0,0,0.0,1,64.0
1,0,0,0,0,0,1,0,1,3,2.73,1,249.0
0,1,0,0,0,1,0,0,0,8,5.11,1,44.0
0,0,0,1,0,1,0,0,0,12,9.47,4,50.0
0,0,0,1,0,1,0,0,0,0,0.0,7,55.0
0,1,0,0,0,1,0,0,1,0,0.0,1,400.0
0,1,0,0,0,0,1,0,1,2,2.0,1,150.0
1,0,0,0,0,0,1,0,1,2,2.0,1,110.0
1,0,0,0,0,0,1,0,0,2,2.0,1,93.0
0,1,0,0,0,0,1,0,1,3,1.8,3,370.0
1,0,0,0,0,1,0,0,1,0,0.0,1,129.0
0,1,0,0,0,0,1,0,1,0,0.0,3,830.0
1,0,0,0,0,0,1,0,1,0,0.0,6,196.0
1,0,0,0,0,0,1,0,1,0,0.0,9,250.0
0,1,0,0,0,1,0,0,0,2,2.0,2,90.0
1,0,0,0,0,0,1,0,1,1,0.61,1,440.0
0,1,0,0,0,1,0,0,0,0,0.0,1,52.0
0,1,0,0,0,0,1,0,0,0,0.0,1,105.0
0,1,0,0,0,1,0,0,0,8,5.45,2,40.0
1,0,0,0,0,0,1,0,1,0,0.0,2,159.0
1,0,0,0,0,0,1,0,1,2,1.67,1,489.0
0,0,1,0,0,0,1,0,1,0,0.0,1,125.0
1,0,0,0,0,0,1,0,1,0,0.0,5,310.0
0,1,0,0,0,0,1,0,1,4,3.53,1,203.0
1,0,0,0,0,1,0,0,1,0,0.0,1,165.0
0,1,0,0,0,0,1,0,1,5,4.05,1,154.0
0,1,0,0,0,1,0,0,0,1,1.0,1,27.0
0,1,0,0,0,0,1,0,1,0,0.0,1,220.0
1,0,0,0,0,0,1,0,1,0,0.0,1,300.0
0,1,0,0,0,0,1,0,1,0,0.0,1,150.0
0,0,0,0,1,0,0,1,0,9,5.51,3,13.0
1,0,0,0,0,0,1,0,1,2,1.5,1,200.0
1,0,0,0,0,1,0,0,1,12,7.83,7,300.0
0,1,0,0,0,1,0,0,0,5,3.49,1,89.0
1,0,0,0,0,0,1,0,1,0,0.0,2,289.0
1,0,0,0,0,0,1,0,1,0,0.0,1,650.0
0,0,0,0,1,0,1,0,0,1,1.0,1,70.0
0,1,0,0,0,0,1,0,1,7,5.25,1,399.0
1,0,0,0,0,0,1,0,1,0,0.0,1,590.0
0,1,0,0,0,1,0,0,1,0,0.0,1,110.0
1,0,0,0,0,0,1,0,1,3,3.0,2,289.0
1,0,0,0,0,0,1,0,1,3,2.43,1,117.0
1,0,0,0,0,0,1,0,1,0,0.0,3,250.0
1,0,0,0,0,1,0,0,1,0,0.0,1,150.0
1,0,0,0,0,1,0,0,1,0,0.0,1,125.0
0,1,0,0,0,1,0,0,0,0,0.0,5,50.0
0,1,0,0,0,0,1,0,1,0,0.0,1,160.0
1,0,0,0,0,0,1,0,1,0,0.0,87,229.0
1,0,0,0,0,0,1,0,1,0,0.0,1,265.0
1,0,0,0,0,0,1,0,1,0,0.0,3,200.0
0,1,0,0,0,1,0,0,1,8,6.15,2,7500.0
1,0,0,0,0,0,1,0,1,0,0.0,3,200.0
0,0,0,1,0,0,1,0,1,5,5.0,1,120.0
1,0,0,0,0,0,1,0,1,0,0.0,5,200.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
1,0,0,0,0,0,1,0,1,0,0.0,5,200.0
1,0,0,0,0,0,1,0,1,0,0.0,1,130.0
0,1,0,0,0,0,1,0,1,5,3.33,1,188.0
1,0,0,0,0,0,0,1,1,2,1.25,1,150.0
1,0,0,0,0,0,1,0,1,0,0.0,5,200.0
0,1,0,0,0,0,1,0,1,3,3.0,1,375.0
0,0,0,1,0,1,0,0,0,1,1.0,10,85.0
1,0,0,0,0,0,1,0,0,0,0.0,1,93.0
1,0,0,0,0,0,1,0,1,1,1.0,1,175.0
0,1,0,0,0,1,0,0,0,2,1.71,7,65.0
1,0,0,0,0,0,1,0,1,3,2.05,1,275.0
0,0,1,0,0,0,1,0,0,5,3.95,1,75.0
0,0,0,1,0,1,0,0,0,3,3.0,10,85.0
0,1,0,0,0,0,1,0,1,4,3.64,1,150.0
0,0,0,1,0,1,0,0,0,1,1.0,10,68.0
1,0,0,0,0,0,0,1,1,0,0.0,1,450.0
0,1,0,0,0,0,1,0,1,2,2.0,1,150.0
0,1,0,0,0,1,0,0,0,0,0.0,2,63.0
0,1,0,0,0,0,1,0,0,4,4.0,1,90.0
0,1,0,0,0,1,0,0,0,12,9.47,1,42.0
0,0,0,1,0,1,0,0,0,0,0.0,1,75.0
1,0,0,0,0,0,1,0,0,7,6.0,2,106.0
1,0,0,0,0,0,1,0,1,2,1.4,1,125.0
0,0,0,1,0,1,0,0,0,0,0.0,2,50.0
1,0,0,0,0,0,1,0,1,7,4.57,1,199.0
0,1,0,0,0,0,1,0,1,1,1.0,1,155.0
0,1,0,0,0,0,1,0,1,3,2.25,1,175.0
0,0,0,1,0,0,1,0,1,0,0.0,1,199.0
0,1,0,0,0,1,0,0,1,0,0.0,1,120.0
0,1,0,0,0,0,1,0,1,3,2.09,1,135.0
0,0,0,1,0,0,1,0,0,4,2.79,1,101.0
1,0,0,0,0,0,1,0,1,3,2.09,2,299.0
1,0,0,0,0,0,1,0,1,1,1.0,2,268.0
1,0,0,0,0,0,1,0,1,0,0.0,1,120.0
1,0,0,0,0,0,1,0,1,0,0.0,5,200.0
0,1,0,0,0,0,1,0,1,1,0.81,1,150.0
1,0,0,0,0,1,0,0,0,5,3.19,1,55.0
0,1,0,0,0,0,1,0,0,3,2.05,3,85.0
0,1,0,0,0,1,0,0,0,7,4.77,2,45.0
1,0,0,0,0,0,1,0,1,0,0.0,3,2500.0
1,0,0,0,0,0,1,0,1,0,0.0,1,550.0
1,0,0,0,0,0,1,0,1,0,0.0,2,150.0
