neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,expensive,number_of_reviews,reviews_per_month,calculated_host_listings_count,price
0,1,0,0,0,0,1,0,0,10,0.3,2,95.0
1,0,0,0,0,1,0,0,0,0,0.0,1,105.0
1,0,0,0,0,1,0,0,0,55,1.98,1,43.0
0,1,0,0,0,0,1,0,1,6,0.28,1,225.0
1,0,0,0,0,0,1,0,1,3,0.08,1,175.0
0,1,0,0,0,1,0,0,0,0,0.0,1,75.0
0,1,0,0,0,0,1,0,0,39,0.98,1,94.0
0,1,0,0,0,1,0,0,0,0,0.0,1,100.0
1,0,0,0,0,0,1,0,1,1,0.03,1,200.0
1,0,0,0,0,0,1,0,0,74,1.85,1,95.0
1,0,0,0,0,0,0,1,0,19,0.67,1,65.0
0,1,0,0,0,0,1,0,1,42,1.07,1,349.0
0,1,0,0,0,1,0,0,0,4,0.1,1,41.0
1,0,0,0,0,0,1,0,1,1,0.03,1,200.0
0,1,0,0,0,0,1,0,0,168,4.22,1,85.0
1,0,0,0,0,0,1,0,1,0,0.0,1,1200.0
0,1,0,0,0,1,0,0,1,3,0.08,1,150.0
1,0,0,0,0,1,0,0,0,1,0.03,1,65.0
1,0,0,0,0,1,0,0,1,161,4.42,6,110.0
1,0,0,0,0,1,0,0,0,0,0.0,1,75.0
1,0,0,0,0,1,0,0,0,69,1.7,1,80.0
0,1,0,0,0,1,0,0,0,6,0.15,1,45.0
0,1,0,0,0,0,1,0,0,106,2.64,1,83.0
0,0,1,0,0,1,0,0,0,83,2.08,1,40.0
0,1,0,0,0,1,0,0,0,37,0.94,7,79.0
0,1,0,0,0,0,1,0,0,0,0.0,1,70.0
1,0,0,0,0,0,1,0,1,90,2.59,3,177.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
1,0,0,0,0,0,1,0,1,2,0.05,1,190.0
1,0,0,0,0,0,1,0,1,5,0.13,1,240.0
1,0,0,0,0,0,1,0,1,10,0.25,1,150.0
0,1,0,0,0,1,0,0,0,10,0.25,1,31.0
1,0,0,0,0,0,1,0,1,3,0.09,1,110.0
0,1,0,0,0,0,1,0,1,5,0.13,1,120.0
0,1,0,0,0,0,1,0,1,122,3.63,1,176.0
1,0,0,0,0,0,1,0,1,9,0.22,1,199.0
0,1,0,0,0,0,1,0,1,0,0.0,1,200.0
0,1,0,0,0,1,0,0,0,0,0.0,1,70.0
1,0,0,0,0,1,0,0,0,0,0.0,1,65.0
0,1,0,0,0,1,0,0,0,1,0.02,1,60.0
1,0,0,0,0,0,1,0,1,7,0.2,1,140.0
0,1,0,0,0,0,1,0,1,1,0.03,1,150.0
0,1,0,0,0,0,1,0,1,0,0.0,1,200.0
0,1,0,0,0,1,0,0,0,1,0.3,1,55.0
1,0,0,0,0,0,1,0,1,7,3.68,1,200.0
1,0,0,0,0,1,0,0,0,77,1.9,1,100.0
0,0,0,1,0,0,1,0,1,2,0.07,1,112.0
0,1,0,0,0,1,0,0,0,0,0.0,1,45.0
0,1,0,0,0,1,0,0,0,3,0.08,1,75.0
0,1,0,0,0,1,0,0,0,1,0.03,1,45.0
1,0,0,0,0,1,0,0,1,0,0.0,1,499.0
0,1,0,0,0,0,1,0,1,205,5.08,1,160.0
0,0,0,1,0,0,1,0,0,6,0.17,1,100.0
1,0,0,0,0,0,1,0,1,2,0.05,1,175.0
1,0,0,0,0,1,0,0,0,2,0.05,1,80.0
0,1,0,0,0,1,0,0,0,8,0.36,1,60.0
1,0,0,0,0,0,1,0,1,2,0.05,96,175.0
0,0,0,1,0,1,0,0,0,17,0.44,1,65.0
1,0,0,0,0,0,1,0,1,47,1.16,1,159.0
0,0,0,1,0,0,1,0,1,153,3.77,1,118.0
0,0,0,1,0,0,1,0,1,88,2.25,1,120.0
1,0,0,0,0,1,0,0,0,42,1.1,1,91.0
0,1,0,0,0,0,1,0,1,1,0.03,1,125.0
0,1,0,0,0,1,0,0,0,21,0.53,2,55.0
1,0,0,0,0,0,1,0,1,6,1.91,1,175.0
1,0,0,0,0,1,0,0,0,0,0.0,1,100.0
1,0,0,0,0,0,1,0,1,19,0.47,12,140.0
1,0,0,0,0,1,0,0,0,0,0.0,1,55.0
0,1,0,0,0,1,0,0,0,1,0.02,1,40.0
1,0,0,0,0,0,1,0,1,5,0.15,96,180.0
0,0,0,1,0,0,1,0,1,32,0.84,1,110.0
0,0,0,1,0,0,1,0,0,101,2.91,1,90.0
0,1,0,0,0,1,0,0,0,2,0.07,1,50.0
0,1,0,0,0,0,1,0,1,155,3.97,1,135.0
0,1,0,0,0,1,0,0,0,1,0.03,1,60.0
1,0,0,0,0,1,0,0,1,12,0.52,1,200.0
1,0,0,0,0,1,0,0,0,23,0.6,1,90.0
1,0,0,0,0,0,1,0,1,0,0.0,1,180.0
1,0,0,0,0,0,1,0,1,10,0.25,1,228.0
1,0,0,0,0,0,1,0,1,3,0.08,1,250.0
0,0,0,1,0,1,0,0,0,1,0.03,1,40.0
1,0,0,0,0,1,0,0,0,42,1.04,4,65.0
1,0,0,0,0,0,1,0,1,2,0.06,49,188.0
1,0,0,0,0,0,1,0,1,1,0.02,1,130.0
0,1,0,0,0,0,1,0,1,43,1.06,1,140.0
1,0,0,0,0,1,0,0,1,74,1.86,2,130.0
0,1,0,0,0,0,1,0,1,7,0.19,2,300.0
1,0,0,0,0,1,0,0,0,64,3.31,2,50.0
0,1,0,0,0,0,1,0,0,6,0.16,1,75.0
1,0,0,0,0,0,1,0,1,7,0.49,39,200.0
0,1,0,0,0,0,1,0,1,6,0.15,4,250.0
0,0,0,1,0,1,0,0,0,0,0.0,1,100.0
0,1,0,0,0,0,1,0,1,168,4.11,2,112.0
1,0,0,0,0,0,1,0,1,0,0.0,3,230.0
1,0,0,0,0,0,1,0,1,3,0.1,96,170.0
1,0,0,0,0,1,0,0,0,14,0.34,1,79.0
1,0,0,0,0,1,0,0,1,0,0.0,3,125.0
1,0,0,0,0,0,1,0,1,7,0.19,96,285.0
1,0,0,0,0,0,1,0,1,0,0.0,3,421.0
1,0,0,0,0,1,0,0,1,26,0.64,1,110.0
0,1,0,0,0,0,1,0,1,91,2.28,1,690.0
1,0,0,0,0,0,1,0,1,96,2.51,1,169.0
0,1,0,0,0,1,0,0,0,1,0.03,1,60.0
0,1,0,0,0,1,0,0,0,28,1.12,1,70.0
1,0,0,0,0,1,0,0,1,21,0.53,3,150.0
1,0,0,0,0,1,0,0,1,0,0.0,1,120.0
1,0,0,0,0,0,1,0,1,0,0.0,1,140.0
1,0,0,0,0,0,1,0,1,19,0.48,1,160.0
0,1,0,0,0,1,0,0,0,210,5.17,4,50.0
0,0,0,1,0,0,1,0,1,70,1.76,4,120.0
0,1,0,0,0,0,1,0,1,4,0.11,1,140.0
0,1,0,0,0,0,1,0,1,9,0.23,1,619.0
1,0,0,0,0,0,1,0,1,28,0.71,1,600.0
1,0,0,0,0,0,1,0,0,2,0.05,1,76.0
0,1,0,0,0,1,0,0,0,0,0.0,1,35.0
1,0,0,0,0,0,0,1,0,2,0.1,1,75.0
0,0,0,1,0,1,0,0,0,34,0.87,2,40.0
0,1,0,0,0,1,0,0,0,30,1.17,1,54.0
1,0,0,0,0,0,1,0,1,44,1.1,1,140.0
1,0,0,0,0,0,1,0,1,0,0.0,49,225.0
1,0,0,0,0,1,0,0,0,2,0.23,3,87.0
1,0,0,0,0,0,1,0,1,43,1.18,1,131.0
1,0,0,0,0,0,1,0,1,0,0.0,49,198.0
1,0,0,0,0,0,1,0,1,9,0.33,1,450.0
0,1,0,0,0,0,1,0,1,123,3.32,2,175.0
1,0,0,0,0,0,1,0,0,1,0.03,1,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,250.0
1,0,0,0,0,1,0,0,1,60,1.47,1,280.0
0,1,0,0,0,0,1,0,1,26,0.64,1,135.0
0,1,0,0,0,0,1,0,1,0,0.0,1,2100.0
1,0,0,0,0,0,1,0,1,20,0.53,2,1100.0
0,0,0,1,0,0,1,0,0,86,2.13,4,87.0
1,0,0,0,0,0,1,0,1,60,1.49,1,165.0
0,1,0,0,0,0,1,0,1,12,0.3,1,170.0
0,0,0,1,0,1,0,0,0,0,0.0,1,50.0
0,0,1,0,0,0,1,0,0,7,0.18,1,79.0
1,0,0,0,0,1,0,0,0,13,0.36,2,84.0
1,0,0,0,0,0,1,0,1,5,0.14,1,375.0
1,0,0,0,0,0,1,0,1,31,0.83,1,135.0
0,1,0,0,0,1,0,0,1,7,0.17,2,125.0
0,1,0,0,0,1,0,0,0,16,0.41,1,79.0
1,0,0,0,0,0,1,0,1,90,2.58,1,165.0
1,0,0,0,0,0,1,0,1,1,0.03,1,300.0
1,0,0,0,0,1,0,0,0,2,0.05,1,45.0
1,0,0,0,0,0,1,0,1,2,0.06,39,400.0
0,1,0,0,0,1,0,0,0,2,0.05,1,40.0
1,0,0,0,0,1,0,0,0,2,0.05,1,60.0
1,0,0,0,0,1,0,0,1,167,4.42,2,250.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
1,0,0,0,0,0,1,0,1,92,2.28,1,199.0
0,1,0,0,0,0,1,0,1,42,1.06,1,130.0
1,0,0,0,0,1,0,0,0,14,0.35,1,44.0
1,0,0,0,0,0,1,0,1,5,0.12,1,200.0
0,0,0,1,0,0,1,0,0,1,0.02,1,90.0
1,0,0,0,0,1,0,0,1,0,0.0,1,139.0
0,1,0,0,0,0,1,0,1,0,0.0,1,250.0
1,0,0,0,0,0,1,0,1,35,1.27,2,120.0
0,1,0,0,0,0,1,0,0,2,0.09,1,100.0
0,1,0,0,0,0,1,0,1,0,0.0,1,133.0
1,0,0,0,0,1,0,0,1,0,0.0,2,120.0
0,1,0,0,0,0,1,0,0,1,0.02,1,100.0
1,0,0,0,0,1,0,0,0,0,0.0,1,70.0
0,1,0,0,0,0,1,0,1,1,0.03,1,200.0
1,0,0,0,0,1,0,0,0,16,0.4,2,89.0
0,1,0,0,0,1,0,0,0,1,0.03,1,75.0
1,0,0,0,0,0,1,0,1,0,0.0,1,200.0
1,0,0,0,0,1,0,0,0,38,0.95,2,90.0
1,0,0,0,0,1,0,0,1,53,1.42,2,190.0
1,0,0,0,0,0,1,0,1,119,2.95,1,150.0
1,0,0,0,0,0,1,0,0,6,0.17,34,85.0
1,0,0,0,0,1,0,0,0,14,0.35,1,65.0
1,0,0,0,0,0,1,0,1,7,0.18,34,110.0
1,0,0,0,0,0,0,1,0,88,5.44,1,70.0
0,1,0,0,0,1,0,0,0,10,0.25,1,55.0
1,0,0,0,0,1,0,0,0,0,0.0,1,75.0
1,0,0,0,0,1,0,0,0,1,0.02,2,59.0
0,1,0,0,0,0,1,0,1,4,0.1,1,200.0
1,0,0,0,0,1,0,0,0,1,0.03,1,85.0
0,1,0,0,0,1,0,0,0,0,0.0,1,85.0
0,0,0,1,0,0,1,0,1,1,0.03,1,158.0
0,1,0,0,0,1,0,0,0,2,0.06,1,35.0
0,1,0,0,0,1,0,0,0,206,5.2,3,57.0
1,0,0,0,0,0,1,0,1,20,0.5,1,138.0
1,0,0,0,0,0,1,0,0,198,4.87,1,90.0
0,1,0,0,0,0,1,0,1,40,0.99,3,125.0
0,1,0,0,0,0,1,0,1,94,2.85,2,999.0
1,0,0,0,0,0,1,0,1,4,0.1,1,225.0
0,0,0,1,0,1,0,0,0,5,0.13,1,45.0
1,0,0,0,0,1,0,0,1,37,0.91,2,150.0
1,0,0,0,0,0,1,0,1,3,0.1,1,150.0
1,0,0,0,0,0,1,0,1,8,0.2,1,140.0
0,0,0,1,0,1,0,0,0,11,0.33,1,40.0
1,0,0,0,0,0,1,0,1,0,0.0,49,205.0
1,0,0,0,0,0,1,0,1,0,0.0,49,190.0
1,0,0,0,0,1,0,0,1,48,1.8,2,110.0
0,0,0,1,0,0,1,0,1,257,7.38,4,150.0
1,0,0,0,0,0,1,0,0,0,0.0,1,100.0
1,0,0,0,0,0,1,0,0,0,0.0,1,75.0
0,1,0,0,0,0,1,0,1,44,1.11,2,115.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
1,0,0,0,0,0,1,0,1,25,0.67,1,190.0
0,0,0,1,0,1,0,0,0,2,0.05,1,60.0
1,0,0,0,0,0,1,0,1,0,0.0,1,200.0
0,0,0,1,0,0,1,0,0,28,0.7,1,90.0
1,0,0,0,0,0,1,0,1,0,0.0,1,500.0
0,1,0,0,0,0,1,0,1,33,0.89,1,115.0
1,0,0,0,0,0,1,0,1,0,0.0,1,140.0
1,0,0,0,0,1,0,0,0,0,0.0,1,50.0
1,0,0,0,0,0,1,0,1,1,0.03,1,135.0
1,0,0,0,0,1,0,0,1,0,0.0,1,109.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
0,1,0,0,0,0,1,0,1,77,1.96,2,148.0
1,0,0,0,0,1,0,0,0,80,2.0,2,95.0
0,1,0,0,0,1,0,0,0,192,4.72,4,50.0
0,1,0,0,0,0,1,0,0,97,2.42,2,79.0
0,1,0,0,0,1,0,0,0,11,0.27,1,50.0
1,0,0,0,0,1,0,0,0,1,0.02,1,40.0
1,0,0,0,0,0,1,0,0,10,0.4,1,101.0
0,1,0,0,0,0,1,0,1,63,1.6,2,135.0
1,0,0,0,0,1,0,0,0,0,0.0,1,99.0
0,1,0,0,0,1,0,0,0,0,0.0,1,95.0
1,0,0,0,0,0,1,0,1,0,0.0,1,110.0
1,0,0,0,0,0,1,0,1,7,0.19,1,299.0
1,0,0,0,0,1,0,0,0,4,0.1,1,79.0
1,0,0,0,0,1,0,0,0,0,0.0,1,52.0
1,0,0,0,0,0,1,0,0,0,0.0,1,95.0
0,1,0,0,0,0,1,0,1,2,0.07,1,295.0
0,1,0,0,0,1,0,0,0,0,0.0,1,65.0
1,0,0,0,0,0,1,0,1,4,0.14,31,110.0
1,0,0,0,0,0,1,0,1,2,0.06,31,215.0
0,1,0,0,0,0,1,0,0,3,0.14,2,100.0
1,0,0,0,0,0,1,0,1,0,0.0,1,450.0
0,1,0,0,0,0,1,0,0,11,0.28,1,95.0
0,1,0,0,0,0,1,0,1,130,3.23,1,140.0
1,0,0,0,0,0,1,0,1,0,0.0,1,220.0
1,0,0,0,0,0,1,0,1,0,0.0,49,355.0
1,0,0,0,0,0,1,0,1,0,0.0,49,185.0
1,0,0,0,0,0,1,0,1,1,0.03,49,297.0
1,0,0,0,0,0,1,0,1,7,0.22,91,133.0
1,0,0,0,0,1,0,0,0,0,0.0,1,100.0
1,0,0,0,0,1,0,0,1,2,0.07,1,250.0
0,0,0,1,0,1,0,0,0,1,0.03,1,65.0
0,1,0,0,0,1,0,0,0,3,0.07,3,50.0
1,0,0,0,0,0,1,0,1,2,0.06,96,135.0
0,1,0,0,0,1,0,0,0,77,1.91,3,80.0
0,1,0,0,0,1,0,0,0,66,1.9,2,69.0
1,0,0,0,0,1,0,0,0,25,1.04,1,75.0
0,1,0,0,0,0,1,0,1,8,0.2,1,125.0
1,0,0,0,0,0,1,0,1,6,0.15,91,142.0
1,0,0,0,0,0,1,0,1,0,0.0,1,200.0
0,1,0,0,0,1,0,0,0,0,0.0,1,45.0
1,0,0,0,0,1,0,0,0,120,3.04,1,97.0
1,0,0,0,0,0,1,0,1,1,0.02,1,229.0
1,0,0,0,0,0,1,0,1,57,1.41,1,175.0
0,1,0,0,0,1,0,0,0,1,0.02,1,63.0
0,0,0,1,0,1,0,0,0,412,10.19,5,45.0
1,0,0,0,0,0,1,0,1,3,0.08,91,185.0
1,0,0,0,0,0,0,1,0,67,1.65,1,50.0
1,0,0,0,0,0,1,0,1,3,0.16,91,175.0
1,0,0,0,0,0,1,0,1,7,0.2,91,133.0
0,1,0,0,0,1,0,0,0,208,5.28,7,62.0
0,0,0,1,0,1,0,0,0,36,0.99,8,90.0
0,1,0,0,0,1,0,0,0,46,1.15,1,99.0
0,1,0,0,0,1,0,0,0,2,0.09,2,61.0
0,0,0,1,0,0,1,0,1,268,6.78,1,120.0
0,0,0,1,0,1,0,0,0,107,2.67,5,100.0
1,0,0,0,0,0,0,1,0,32,0.83,3,32.0
1,0,0,0,0,1,0,0,0,11,0.31,1,80.0
0,1,0,0,0,0,1,0,0,5,0.14,1,90.0
0,1,0,0,0,0,1,0,1,0,0.0,1,180.0
1,0,0,0,0,1,0,0,0,2,0.05,2,65.0
0,0,1,0,0,1,0,0,0,2,0.05,1,49.0
1,0,0,0,0,0,1,0,0,1,0.03,2,100.0
0,1,0,0,0,0,1,0,1,75,1.94,1,380.0
1,0,0,0,0,1,0,0,0,0,0.0,1,26.0
1,0,0,0,0,0,1,0,0,2,0.06,1,100.0
1,0,0,0,0,1,0,0,0,1,0.04,1,90.0
1,0,0,0,0,1,0,0,0,0,0.0,1,89.0
0,0,1,0,0,1,0,0,0,7,0.49,2,35.0
0,1,0,0,0,1,0,0,0,1,0.02,1,66.0
1,0,0,0,0,1,0,0,1,32,1.39,2,285.0
1,0,0,0,0,1,0,0,0,2,0.05,1,46.0
1,0,0,0,0,0,1,0,1,4,0.1,1,275.0
0,1,0,0,0,1,0,0,0,0,0.0,2,89.0
1,0,0,0,0,0,1,0,1,1,0.03,2,250.0
0,1,0,0,0,0,1,0,1,50,1.24,1,200.0
0,1,0,0,0,0,1,0,1,15,0.39,1,175.0
1,0,0,0,0,0,1,0,1,144,3.63,1,140.0
1,0,0,0,0,0,1,0,1,9,0.26,91,133.0
1,0,0,0,0,0,1,0,1,9,0.26,91,150.0
0,0,0,1,0,1,0,0,0,126,3.13,2,55.0
1,0,0,0,0,0,1,0,1,10,0.25,91,142.0
1,0,0,0,0,0,1,0,0,1,0.02,1,95.0
1,0,0,0,0,0,1,0,1,0,0.0,91,165.0
0,1,0,0,0,0,1,0,1,7,0.18,1,150.0
1,0,0,0,0,1,0,0,0,2,0.07,4,99.0
1,0,0,0,0,0,1,0,1,7,0.21,91,133.0
0,1,0,0,0,0,1,0,1,125,3.32,3,150.0
0,0,0,1,0,0,1,0,1,1,0.03,1,190.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
0,1,0,0,0,0,1,0,0,7,0.18,3,106.0
0,1,0,0,0,0,1,0,1,0,0.0,1,165.0
0,1,0,0,0,0,1,0,1,181,4.51,1,190.0
0,0,0,1,0,1,0,0,1,0,0.0,2,750.0
0,0,1,0,0,0,1,0,1,58,1.45,1,150.0
0,1,0,0,0,0,1,0,1,0,0.0,1,150.0
1,0,0,0,0,0,1,0,1,1,0.03,1,119.0
0,1,0,0,0,1,0,0,0,244,6.02,4,62.0
1,0,0,0,0,1,0,0,0,5,0.16,1,99.0
0,1,0,0,0,1,0,0,0,91,3.1,2,34.0
1,0,0,0,0,0,1,0,1,78,2.07,1,129.0
0,1,0,0,0,0,1,0,0,10,0.25,1,105.0
1,0,0,0,0,0,1,0,1,0,0.0,1,229.0
1,0,0,0,0,0,1,0,1,0,0.0,1,350.0
1,0,0,0,0,0,1,0,1,71,1.76,1,205.0
0,0,0,1,0,1,0,0,0,15,0.38,1,85.0
0,0,0,1,0,1,0,0,0,0,0.0,1,30.0
1,0,0,0,0,0,1,0,1,5,0.27,91,150.0
1,0,0,0,0,0,1,0,1,169,4.17,1,186.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
0,1,0,0,0,0,1,0,1,12,0.31,1,200.0
1,0,0,0,0,0,1,0,1,13,0.37,1,172.0
1,0,0,0,0,0,1,0,1,1,0.04,96,250.0
1,0,0,0,0,0,1,0,1,5,0.15,91,133.0
1,0,0,0,0,0,1,0,1,4,0.1,8,150.0
1,0,0,0,0,0,1,0,1,62,1.53,1,290.0
0,0,0,1,0,0,1,0,1,4,0.1,1,120.0
0,0,1,0,0,0,1,0,0,227,5.65,1,95.0
1,0,0,0,0,0,1,0,1,1,0.03,2,120.0
1,0,0,0,0,0,1,0,1,141,3.54,1,165.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
1,0,0,0,0,0,1,0,1,10,0.25,1,180.0
0,1,0,0,0,1,0,0,0,0,0.0,1,38.0
0,1,0,0,0,0,1,0,0,39,0.98,1,85.0
1,0,0,0,0,0,1,0,1,3,0.07,1,145.0
0,1,0,0,0,1,0,0,0,142,3.54,5,29.0
0,1,0,0,0,0,1,0,1,6,0.16,1,120.0
1,0,0,0,0,0,1,0,1,9,0.27,91,117.0
0,1,0,0,0,0,1,0,0,1,0.03,1,70.0
1,0,0,0,0,0,1,0,1,0,0.0,1,180.0
0,1,0,0,0,0,1,0,1,4,0.11,1,115.0
0,1,0,0,0,0,1,0,1,110,2.74,1,225.0
1,0,0,0,0,0,1,0,1,4,0.3,12,140.0
0,0,1,0,0,1,0,0,0,6,0.15,1,45.0
1,0,0,0,0,1,0,0,1,1,0.42,5,119.0
1,0,0,0,0,0,1,0,1,8,0.23,91,125.0
0,1,0,0,0,1,0,0,0,0,0.0,1,46.0
0,1,0,0,0,1,0,0,0,0,0.0,1,50.0
0,1,0,0,0,0,1,0,1,1,0.03,1,150.0
1,0,0,0,0,0,1,0,1,20,0.5,1,120.0
0,1,0,0,0,1,0,0,0,108,2.68,11,45.0
0,1,0,0,0,1,0,0,1,39,1.05,1,115.0
1,0,0,0,0,1,0,0,0,0,0.0,1,95.0
1,0,0,0,0,0,1,0,1,1,0.03,1,110.0
0,1,0,0,0,0,1,0,1,5,0.15,2,250.0
0,1,0,0,0,0,1,0,1,46,1.18,1,300.0
0,0,0,1,0,1,0,0,0,50,1.27,1,45.0
1,0,0,0,0,0,1,0,1,8,0.37,91,159.0
1,0,0,0,0,0,1,0,1,3,0.12,7,220.0
1,0,0,0,0,0,1,0,1,3,0.14,91,159.0
1,0,0,0,0,0,1,0,0,144,3.55,1,70.0
0,1,0,0,0,1,0,0,0,2,0.05,1,45.0
1,0,0,0,0,1,0,0,0,0,0.0,1,40.0
1,0,0,0,0,1,0,0,0,102,2.7,2,81.0
1,0,0,0,0,0,1,0,1,46,1.17,1,190.0
1,0,0,0,0,0,1,0,1,24,0.96,1,225.0
1,0,0,0,0,0,0,1,1,0,0.0,1,360.0
1,0,0,0,0,0,1,0,1,104,2.63,1,125.0
0,0,0,1,0,0,1,0,0,1,0.03,1,95.0
0,0,0,1,0,0,1,0,0,1,0.29,1,62.0
1,0,0,0,0,0,1,0,1,17,0.42,1,150.0
0,1,0,0,0,0,1,0,1,10,0.27,2,495.0
1,0,0,0,0,0,1,0,1,74,1.87,1,130.0
0,1,0,0,0,1,0,0,0,7,0.18,1,80.0
0,1,0,0,0,1,0,0,0,199,5.07,1,89.0
0,1,0,0,0,1,0,0,0,0,0.0,1,55.0
1,0,0,0,0,0,1,0,1,183,4.56,1,140.0
1,0,0,0,0,1,0,0,0,1,0.03,1,60.0
1,0,0,0,0,0,1,0,1,3,0.19,91,142.0
1,0,0,0,0,0,1,0,1,11,0.32,91,125.0
1,0,0,0,0,0,1,0,1,7,0.21,91,133.0
0,1,0,0,0,0,1,0,1,45,1.27,1,200.0
0,1,0,0,0,0,1,0,0,2,0.07,1,85.0
1,0,0,0,0,0,1,0,1,12,0.47,1,625.0
1,0,0,0,0,1,0,0,0,33,0.82,3,100.0
0,1,0,0,0,0,1,0,1,12,0.31,1,176.0
1,0,0,0,0,0,1,0,1,179,5.71,1,175.0
0,0,0,0,1,0,1,0,0,81,2.04,1,75.0
1,0,0,0,0,0,1,0,1,0,0.0,49,245.0
1,0,0,0,0,0,1,0,1,11,0.29,91,125.0
1,0,0,0,0,0,1,0,1,3,0.11,91,159.0
0,0,1,0,0,0,1,0,1,0,0.0,1,110.0
1,0,0,0,0,0,1,0,1,7,0.18,91,150.0
0,1,0,0,0,0,1,0,0,88,2.22,2,99.0
0,1,0,0,0,1,0,0,0,86,2.16,1,49.0
0,1,0,0,0,1,0,0,1,141,3.63,1,140.0
0,1,0,0,0,0,1,0,1,1,0.09,1,200.0
1,0,0,0,0,0,1,0,1,5,0.13,1,148.0
1,0,0,0,0,0,1,0,1,7,0.28,91,165.0
0,1,0,0,0,1,0,0,0,33,0.82,4,59.0
0,1,0,0,0,1,0,0,0,17,0.43,4,45.0
0,1,0,0,0,1,0,0,0,16,0.43,4,45.0
1,0,0,0,0,0,1,0,1,25,0.63,1,225.0
1,0,0,0,0,1,0,0,0,54,1.36,1,70.0
0,0,0,1,0,0,1,0,0,102,2.9,1,95.0
0,1,0,0,0,0,1,0,0,28,0.81,2,100.0
0,0,0,1,0,1,0,0,0,75,1.87,8,59.0
1,0,0,0,0,1,0,0,0,0,0.0,2,50.0
1,0,0,0,0,0,1,0,1,0,0.0,1,400.0
1,0,0,0,0,0,1,0,0,3,0.07,1,100.0
1,0,0,0,0,0,1,0,1,157,3.95,2,199.0
0,1,0,0,0,1,0,0,0,165,4.09,5,35.0
0,1,0,0,0,1,0,0,0,0,0.0,1,65.0
0,1,0,0,0,0,1,0,0,9,0.23,1,95.0
0,0,1,0,0,1,0,0,0,63,1.68,4,60.0
1,0,0,0,0,0,1,0,1,107,2.73,1,200.0
1,0,0,0,0,0,1,0,1,43,1.08,1,200.0
1,0,0,0,0,1,0,0,0,21,0.55,3,50.0
1,0,0,0,0,1,0,0,0,29,0.76,1,102.0
1,0,0,0,0,0,1,0,1,1,0.03,1,152.0
0,1,0,0,0,0,1,0,1,1,0.03,1,490.0
1,0,0,0,0,0,1,0,1,1,0.02,1,250.0
1,0,0,0,0,0,1,0,1,6,0.17,2,450.0
0,1,0,0,0,0,1,0,0,15,0.49,2,98.0
0,1,0,0,0,0,1,0,1,0,0.0,1,199.0
0,0,0,1,0,1,0,0,0,1,0.03,1,50.0
0,1,0,0,0,0,1,0,1,25,0.65,2,109.0
0,1,0,0,0,0,1,0,1,18,0.49,1,145.0
1,0,0,0,0,1,0,0,0,0,0.0,2,96.0
0,1,0,0,0,0,1,0,1,5,0.13,1,165.0
0,1,0,0,0,1,0,0,0,1,0.03,1,65.0
1,0,0,0,0,0,1,0,1,118,2.93,1,130.0
1,0,0,0,0,0,1,0,1,11,0.3,1,120.0
0,1,0,0,0,0,1,0,1,3,0.09,1,165.0
0,1,0,0,0,0,1,0,1,9,0.24,1,200.0
1,0,0,0,0,1,0,0,1,12,0.32,3,122.0
1,0,0,0,0,0,1,0,1,2,0.06,2,400.0
0,1,0,0,0,1,0,0,0,0,0.0,43,54.0
0,1,0,0,0,1,0,0,0,0,0.0,43,54.0
0,1,0,0,0,1,0,0,0,0,0.0,43,54.0
1,0,0,0,0,1,0,0,1,2,0.05,2,250.0
1,0,0,0,0,0,1,0,1,9,0.23,1,120.0
0,1,0,0,0,1,0,0,0,0,0.0,2,75.0
0,0,0,1,0,1,0,0,0,5,0.13,1,65.0
0,1,0,0,0,1,0,0,0,0,0.0,1,60.0
0,1,0,0,0,0,1,0,1,0,0.0,1,179.0
0,0,0,1,0,1,0,0,0,105,2.61,8,43.0
1,0,0,0,0,0,1,0,1,0,0.0,1,130.0
1,0,0,0,0,0,1,0,1,78,1.95,1,154.0
0,1,0,0,0,0,1,0,1,10,0.26,1,135.0
0,0,0,1,0,1,0,0,0,4,0.15,1,86.0
0,1,0,0,0,1,0,0,0,61,1.57,1,85.0
0,0,0,1,0,0,1,0,0,68,1.79,1,80.0
0,1,0,0,0,1,0,0,0,2,0.05,1,70.0
0,1,0,0,0,1,0,0,0,0,0.0,1,65.0
1,0,0,0,0,0,1,0,0,7,0.18,1,100.0
1,0,0,0,0,0,1,0,1,1,0.03,1,130.0
0,1,0,0,0,0,1,0,1,67,1.7,1,139.0
0,1,0,0,0,1,0,0,0,9,0.24,1,35.0
0,1,0,0,0,0,1,0,0,1,0.03,1,100.0
1,0,0,0,0,1,0,0,0,0,0.0,1,60.0
1,0,0,0,0,0,1,0,1,7,0.22,91,133.0
1,0,0,0,0,0,1,0,1,136,3.4,1,275.0
