neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,number_of_reviews,reviews_per_month,calculated_host_listings_count
0,0,0,1,0,0,1,0,94,2.52,1
1,0,0,0,0,0,1,0,21,1.1,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,4,0.2,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,9,0.4,1
0,1,0,0,0,1,0,0,72,1.07,1
0,1,0,0,0,1,0,0,1,0.07,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,1,0.04,87
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,39,1.56,1
0,1,0,0,0,1,0,0,0,0.0,43
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,65
1,0,0,0,0,0,1,0,4,0.32,1
0,0,0,1,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,4,0.66,103
1,0,0,0,0,0,1,0,26,0.49,1
0,1,0,0,0,0,1,0,15,0.82,1
0,1,0,0,0,1,0,0,58,2.02,2
0,0,0,1,0,1,0,0,22,2.14,1
0,1,0,0,0,0,1,0,66,1.75,3
1,0,0,0,0,1,0,0,16,2.25,2
1,0,0,0,0,0,1,0,19,2.45,49
1,0,0,0,0,0,1,0,3,0.09,1
1,0,0,0,0,0,1,0,1,0.42,5
1,0,0,0,0,0,1,0,9,0.64,1
0,0,0,1,0,0,1,0,40,1.04,2
1,0,0,0,0,0,1,0,10,1.06,1
0,1,0,0,0,1,0,0,85,1.35,2
0,1,0,0,0,1,0,0,29,2.46,2
0,0,0,1,0,1,0,0,18,0.33,2
0,1,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,1,0,0,3,0.08,1
0,1,0,0,0,0,1,0,27,0.53,1
0,0,0,1,0,1,0,0,37,3.31,6
0,1,0,0,0,0,1,0,1,0.01,2
0,0,0,1,0,0,1,0,54,2.9,1
0,1,0,0,0,1,0,0,13,0.28,1
0,1,0,0,0,1,0,0,1,0.05,1
0,1,0,0,0,0,1,0,37,2.35,1
0,1,0,0,0,1,0,0,1,1.0,1
0,1,0,0,0,1,0,0,2,0.05,1
0,0,0,1,0,1,0,0,6,2.43,2
0,1,0,0,0,0,1,0,8,0.09,1
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,8,2.4,1
0,1,0,0,0,1,0,0,52,0.8,1
1,0,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,1,0,0,59,2.71,1
0,1,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,2,0.16,1
0,1,0,0,0,0,1,0,56,1.58,3
0,1,0,0,0,0,1,0,0,0.0,2
0,0,0,1,0,0,1,0,6,0.27,6
1,0,0,0,0,0,1,0,17,5.54,1
0,1,0,0,0,0,0,1,0,0.0,8
0,0,0,0,1,1,0,0,6,0.12,2
0,1,0,0,0,1,0,0,105,0.92,1
1,0,0,0,0,1,0,0,36,0.98,1
1,0,0,0,0,0,1,0,38,0.39,1
1,0,0,0,0,0,1,0,3,3.0,1
1,0,0,0,0,1,0,0,93,1.06,1
0,0,0,1,0,1,0,0,14,0.19,5
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,2,0.1,1
1,0,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,0,1,0,6,0.13,1
1,0,0,0,0,0,1,0,11,0.6,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,2,2.0,1
1,0,0,0,0,1,0,0,68,3.38,3
0,0,1,0,0,1,0,0,10,4.92,2
0,1,0,0,0,0,1,0,36,3.62,1
1,0,0,0,0,1,0,0,13,0.28,2
0,1,0,0,0,0,1,0,1,0.05,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,5,3.19,1
0,1,0,0,0,0,1,0,0,0.0,3
1,0,0,0,0,0,1,0,34,0.39,1
1,0,0,0,0,1,0,0,195,3.69,1
0,1,0,0,0,0,1,0,22,0.37,1
0,0,0,1,0,1,0,0,1,0.11,5
0,1,0,0,0,0,1,0,3,0.08,1
0,1,0,0,0,0,1,0,23,0.36,2
0,1,0,0,0,0,1,0,2,2.0,2
0,1,0,0,0,0,1,0,0,0.0,2
0,1,0,0,0,1,0,0,22,6.11,1
1,0,0,0,0,0,1,0,0,0.0,33
1,0,0,0,0,0,1,0,80,2.92,2
1,0,0,0,0,0,1,0,14,1.36,1
1,0,0,0,0,1,0,0,3,0.1,1
0,0,0,1,0,1,0,0,4,1.88,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,228,2.39,3
1,0,0,0,0,0,0,1,0,0.0,1
1,0,0,0,0,1,0,0,2,0.14,2
1,0,0,0,0,1,0,0,35,3.04,2
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,23,1.75,4
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,7,0.15,2
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,7
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,2,0.04,1
0,0,0,1,0,0,1,0,86,1.69,2
0,0,0,1,0,0,1,0,58,4.59,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,0,1,15,0.78,5
1,0,0,0,0,0,1,0,5,0.69,3
1,0,0,0,0,0,1,0,0,0.0,33
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,0,1,0,13,4.29,1
1,0,0,0,0,0,1,0,8,1.86,327
0,1,0,0,0,0,1,0,4,0.13,1
1,0,0,0,0,1,0,0,14,1.25,1
0,1,0,0,0,0,1,0,10,0.43,5
0,1,0,0,0,1,0,0,48,2.6,2
1,0,0,0,0,0,1,0,0,0.0,327
0,0,0,1,0,1,0,0,14,3.72,4
0,1,0,0,0,0,1,0,14,3.93,2
0,0,0,1,0,1,0,0,0,0.0,15
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,15,5.56,5
0,1,0,0,0,0,1,0,4,0.18,1
0,0,0,1,0,1,0,0,12,0.16,1
0,1,0,0,0,1,0,0,66,1.38,3
0,1,0,0,0,1,0,0,0,0.0,5
0,0,0,1,0,0,1,0,4,0.09,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,45,1.82,1
0,1,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,0,1,0,87,2.3,1
0,1,0,0,0,1,0,0,19,0.41,1
0,1,0,0,0,0,1,0,6,0.73,1
0,0,0,1,0,1,0,0,30,2.58,6
1,0,0,0,0,0,1,0,0,0.0,1
0,0,1,0,0,1,0,0,32,1.68,1
1,0,0,0,0,1,0,0,35,2.22,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,75,3.27,1
0,0,0,1,0,1,0,0,14,0.81,7
1,0,0,0,0,0,1,0,6,0.06,3
0,1,0,0,0,1,0,0,6,0.25,1
1,0,0,0,0,0,1,0,0,0.0,31
1,0,0,0,0,0,0,1,0,0.0,1
0,1,0,0,0,0,1,0,35,0.88,1
1,0,0,0,0,0,1,0,2,0.03,1
0,1,0,0,0,1,0,0,75,1.73,2
1,0,0,0,0,0,1,0,3,0.14,1
1,0,0,0,0,1,0,0,177,2.69,1
1,0,0,0,0,1,0,0,1,1.0,103
0,1,0,0,0,0,1,0,5,0.07,1
0,1,0,0,0,0,0,1,3,0.09,1
1,0,0,0,0,1,0,0,1,0.03,1
1,0,0,0,0,0,1,0,20,1.94,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,23,3.15,1
0,0,0,1,0,1,0,0,5,0.15,2
1,0,0,0,0,1,0,0,2,0.32,1
1,0,0,0,0,0,1,0,7,1.1,1
1,0,0,0,0,0,1,0,27,0.63,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,7,0.33,3
0,1,0,0,0,1,0,0,14,1.6,2
0,1,0,0,0,0,1,0,3,0.1,1
0,1,0,0,0,1,0,0,75,4.59,2
0,1,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,1,0,0,110,1.27,2
0,1,0,0,0,0,1,0,30,2.56,1
1,0,0,0,0,0,1,0,8,1.88,1
1,0,0,0,0,0,1,0,37,1.04,1
1,0,0,0,0,0,1,0,2,0.07,1
1,0,0,0,0,1,0,0,46,0.79,3
0,1,0,0,0,1,0,0,10,0.16,1
1,0,0,0,0,0,1,0,16,0.67,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.12,11
0,0,0,1,0,1,0,0,76,1.75,5
1,0,0,0,0,1,0,0,3,0.22,2
1,0,0,0,0,1,0,0,1,0.03,4
0,1,0,0,0,0,1,0,2,0.08,1
0,1,0,0,0,1,0,0,6,2.77,1
0,1,0,0,0,0,1,0,6,0.2,8
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,8,0.13,1
1,0,0,0,0,1,0,0,13,5.27,1
0,1,0,0,0,0,1,0,49,2.3,1
0,1,0,0,0,1,0,0,3,0.16,1
1,0,0,0,0,1,0,0,81,6.64,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,22,0.9,1
0,0,0,1,0,1,0,0,38,1.11,1
1,0,0,0,0,0,0,1,0,0.0,28
0,1,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,0,1,0,2,0.15,50
0,1,0,0,0,0,1,0,35,3.51,1
0,1,0,0,0,1,0,0,81,1.35,3
1,0,0,0,0,0,1,0,7,0.17,31
1,0,0,0,0,1,0,0,4,0.09,1
1,0,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,5,0.15,2
0,0,0,1,0,0,1,0,27,2.69,2
1,0,0,0,0,1,0,0,2,0.05,1
0,1,0,0,0,1,0,0,28,0.56,3
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,142,2.01,1
0,1,0,0,0,0,1,0,27,0.72,1
0,1,0,0,0,1,0,0,131,3.88,1
0,1,0,0,0,1,0,0,10,0.17,1
0,1,0,0,0,1,0,0,54,1.44,1
0,1,0,0,0,1,0,0,1,1.0,1
1,0,0,0,0,1,0,0,3,0.7,5
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,3,0.07,1
0,0,0,1,0,1,0,0,91,3.92,2
0,1,0,0,0,0,1,0,11,0.48,5
0,1,0,0,0,0,1,0,7,2.08,1
0,1,0,0,0,0,1,0,34,0.51,2
0,0,1,0,0,0,1,0,44,2.23,1
1,0,0,0,0,0,1,0,116,1.65,1
0,0,1,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,18,0.64,1
1,0,0,0,0,0,1,0,26,0.58,1
0,1,0,0,0,1,0,0,4,1.21,1
0,1,0,0,0,0,1,0,4,0.11,1
0,1,0,0,0,1,0,0,5,1.29,1
0,0,1,0,0,1,0,0,13,0.57,1
1,0,0,0,0,0,1,0,0,0.0,3
1,0,0,0,0,0,1,0,8,0.64,1
0,0,0,1,0,0,1,0,1,0.09,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,4,0.29,1
0,1,0,0,0,1,0,0,157,4.27,1
1,0,0,0,0,1,0,0,6,1.49,1
1,0,0,0,0,0,1,0,1,0.02,2
0,1,0,0,0,1,0,0,2,0.06,26
1,0,0,0,0,0,1,0,3,0.08,1
0,1,0,0,0,0,1,0,59,1.15,2
1,0,0,0,0,0,1,0,44,1.16,1
0,1,0,0,0,1,0,0,8,0.17,1
0,1,0,0,0,1,0,0,1,0.63,2
1,0,0,0,0,0,1,0,4,0.12,1
1,0,0,0,0,0,1,0,163,2.96,1
0,1,0,0,0,0,1,0,219,2.91,1
1,0,0,0,0,0,1,0,39,1.48,1
0,0,0,1,0,1,0,0,71,1.72,5
1,0,0,0,0,0,1,0,8,0.21,1
0,1,0,0,0,0,1,0,2,0.08,1
0,1,0,0,0,1,0,0,6,0.69,1
1,0,0,0,0,0,1,0,0,0.0,121
0,1,0,0,0,1,0,0,5,0.1,3
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,5,1.92,327
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,1,1.0,1
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,3,0.12,1
1,0,0,0,0,1,0,0,7,0.26,1
1,0,0,0,0,0,0,1,2,0.11,28
1,0,0,0,0,0,1,0,0,0.0,327
0,1,0,0,0,1,0,0,20,5.5,2
1,0,0,0,0,0,1,0,5,0.34,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,167,4.52,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.03,1
0,1,0,0,0,0,0,1,7,0.16,7
1,0,0,0,0,0,1,0,24,0.68,1
0,0,0,1,0,0,1,0,1,0.03,1
0,1,0,0,0,0,1,0,30,0.65,2
0,0,0,1,0,0,1,0,56,2.73,1
0,0,0,1,0,1,0,0,1,0.02,2
0,1,0,0,0,1,0,0,40,0.87,1
0,1,0,0,0,0,1,0,54,2.98,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,1,0,0,32,1.7,2
0,1,0,0,0,1,0,0,21,0.36,1
1,0,0,0,0,0,1,0,4,0.53,1
1,0,0,0,0,1,0,0,1,0.15,3
1,0,0,0,0,1,0,0,3,0.13,1
1,0,0,0,0,1,0,0,22,0.46,1
0,1,0,0,0,1,0,0,0,0.0,3
0,1,0,0,0,0,1,0,16,1.27,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,4,0.11,1
1,0,0,0,0,0,1,0,64,1.09,1
0,1,0,0,0,0,1,0,24,1.01,1
0,1,0,0,0,1,0,0,13,0.3,1
1,0,0,0,0,0,1,0,30,0.62,1
0,1,0,0,0,1,0,0,30,2.71,2
1,0,0,0,0,0,0,1,0,0.0,1
0,0,0,1,0,0,1,0,6,0.28,1
0,0,1,0,0,1,0,0,0,0.0,1
0,0,0,1,0,0,1,0,3,0.76,1
1,0,0,0,0,0,1,0,3,1.5,10
1,0,0,0,0,0,1,0,12,0.37,1
1,0,0,0,0,0,1,0,6,0.27,1
1,0,0,0,0,0,1,0,6,3.27,1
0,1,0,0,0,1,0,0,28,3.43,4
0,1,0,0,0,1,0,0,24,2.32,2
0,0,0,1,0,1,0,0,26,0.33,3
0,1,0,0,0,0,1,0,13,7.36,1
1,0,0,0,0,0,1,0,18,0.48,1
0,1,0,0,0,0,1,0,74,2.27,1
0,1,0,0,0,0,1,0,6,0.73,1
0,1,0,0,0,1,0,0,4,4.0,2
1,0,0,0,0,0,1,0,4,0.36,49
1,0,0,0,0,0,1,0,2,2.0,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,62,0.71,2
1,0,0,0,0,0,1,0,3,0.07,1
1,0,0,0,0,0,1,0,1,0.05,1
0,1,0,0,0,1,0,0,19,0.42,1
1,0,0,0,0,0,1,0,104,3.3,1
0,1,0,0,0,0,1,0,6,0.27,1
0,1,0,0,0,1,0,0,19,1.37,2
1,0,0,0,0,1,0,0,28,2.8,1
0,1,0,0,0,1,0,0,167,5.14,3
1,0,0,0,0,1,0,0,9,3.7,1
0,1,0,0,0,1,0,0,174,1.54,4
0,1,0,0,0,1,0,0,155,3.39,2
1,0,0,0,0,0,1,0,32,0.85,1
0,0,0,1,0,0,1,0,55,0.67,3
0,1,0,0,0,0,1,0,35,2.77,10
0,1,0,0,0,0,1,0,11,0.53,2
1,0,0,0,0,1,0,0,3,0.06,1
0,1,0,0,0,0,1,0,106,2.59,3
1,0,0,0,0,1,0,0,9,0.75,47
0,1,0,0,0,1,0,0,15,3.33,4
1,0,0,0,0,0,1,0,10,1.55,1
0,1,0,0,0,1,0,0,10,1.04,13
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,2,0.25,15
1,0,0,0,0,0,1,0,13,0.23,19
0,0,0,1,0,0,0,1,11,4.52,3
0,0,0,1,0,1,0,0,45,1.33,4
0,0,0,1,0,1,0,0,31,0.9,2
0,1,0,0,0,0,1,0,76,1.13,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,4,2.26,1
1,0,0,0,0,0,1,0,3,0.58,1
0,1,0,0,0,1,0,0,3,0.06,1
0,1,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,4,1.97,1
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,0,1,37,1.8,5
1,0,0,0,0,0,1,0,18,0.27,1
1,0,0,0,0,1,0,0,20,0.97,1
0,1,0,0,0,0,1,0,25,0.44,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,155,3.17,1
0,0,0,1,0,0,1,0,0,0.0,2
0,0,1,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,20,4.11,327
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,3
0,0,0,1,0,1,0,0,2,0.77,1
0,1,0,0,0,1,0,0,9,3.42,8
1,0,0,0,0,0,1,0,2,0.04,1
1,0,0,0,0,0,1,0,2,0.12,1
1,0,0,0,0,0,1,0,7,0.12,1
0,1,0,0,0,0,1,0,0,0.0,4
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,24,1.68,3
0,1,0,0,0,1,0,0,30,0.86,1
1,0,0,0,0,0,0,1,42,3.12,8
0,1,0,0,0,1,0,0,6,0.14,2
0,1,0,0,0,1,0,0,20,1.27,1
0,1,0,0,0,0,1,0,1,0.16,1
1,0,0,0,0,1,0,0,7,0.58,1
1,0,0,0,0,0,1,0,8,0.19,1
0,1,0,0,0,1,0,0,5,0.27,1
1,0,0,0,0,1,0,0,2,0.48,1
0,1,0,0,0,1,0,0,4,2.73,1
0,0,0,1,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,18,1.61,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,215,2.55,3
1,0,0,0,0,1,0,0,259,5.44,1
0,1,0,0,0,0,1,0,4,0.63,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,87
0,1,0,0,0,0,1,0,4,1.85,1
1,0,0,0,0,0,1,0,1,0.09,1
1,0,0,0,0,0,1,0,50,4.05,1
0,1,0,0,0,0,1,0,19,0.22,1
0,0,0,1,0,1,0,0,112,2.78,8
0,1,0,0,0,1,0,0,14,0.2,2
0,1,0,0,0,0,1,0,2,0.19,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.05,1
0,0,0,1,0,0,1,0,7,6.56,1
1,0,0,0,0,0,1,0,6,1.14,1
1,0,0,0,0,1,0,0,8,1.06,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,8
1,0,0,0,0,1,0,0,23,3.14,2
0,1,0,0,0,1,0,0,1,1.0,3
1,0,0,0,0,1,0,0,8,2.58,3
0,0,0,1,0,1,0,0,58,2.53,3
1,0,0,0,0,1,0,0,5,2.46,327
0,1,0,0,0,1,0,0,26,9.4,2
1,0,0,0,0,0,0,1,0,0.0,28
1,0,0,0,0,1,0,0,16,0.22,3
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,14,2.02,1
0,1,0,0,0,1,0,0,1,0.12,1
0,1,0,0,0,0,0,1,0,0.0,14
1,0,0,0,0,1,0,0,4,1.9,1
1,0,0,0,0,1,0,0,10,0.43,2
0,0,0,1,0,1,0,0,9,0.32,1
1,0,0,0,0,0,1,0,30,0.62,1
0,1,0,0,0,1,0,0,1,0.2,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,96
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,23,1.64,1
1,0,0,0,0,0,1,0,3,3.0,1
0,0,0,1,0,1,0,0,14,0.41,1
1,0,0,0,0,0,1,0,85,3.33,1
1,0,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,0,1,0,2,2.0,1
0,1,0,0,0,1,0,0,206,3.5,2
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,3,0.62,1
0,0,0,0,1,1,0,0,8,2.53,3
1,0,0,0,0,0,1,0,3,0.13,1
0,0,0,1,0,0,1,0,2,0.11,1
1,0,0,0,0,0,1,0,1,0.02,29
1,0,0,0,0,0,1,0,41,1.56,1
0,1,0,0,0,0,1,0,2,0.19,1
1,0,0,0,0,0,1,0,35,0.77,1
1,0,0,0,0,0,1,0,57,1.51,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,1,1.0,17
0,1,0,0,0,0,1,0,4,0.63,3
0,1,0,0,0,1,0,0,195,6.01,3
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,8,1.45,1
1,0,0,0,0,0,1,0,33,0.33,1
0,1,0,0,0,0,1,0,1,0.02,1
0,0,0,1,0,1,0,0,1,0.05,1
1,0,0,0,0,0,1,0,5,0.11,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,2,0.08,1
1,0,0,0,0,1,0,0,49,1.46,1
0,1,0,0,0,1,0,0,3,0.09,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,12,0.78,1
0,1,0,0,0,0,1,0,15,1.03,2
1,0,0,0,0,0,1,0,28,1.29,1
0,0,0,1,0,1,0,0,12,1.55,4
0,0,0,1,0,0,1,0,114,8.38,3
1,0,0,0,0,0,1,0,0,0.0,6
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,12,1.41,1
0,1,0,0,0,1,0,0,32,0.65,1
0,1,0,0,0,0,1,0,5,0.12,5
0,1,0,0,0,1,0,0,77,2.04,2
1,0,0,0,0,0,1,0,14,0.49,1
1,0,0,0,0,0,1,0,9,2.31,1
1,0,0,0,0,1,0,0,4,0.55,1
0,1,0,0,0,0,1,0,60,3.22,2
1,0,0,0,0,1,0,0,8,0.23,3
0,0,0,1,0,1,0,0,1,0.11,2
0,0,0,1,0,0,1,0,4,0.09,1
1,0,0,0,0,0,1,0,21,1.23,1
0,1,0,0,0,1,0,0,51,2.3,3
0,1,0,0,0,1,0,0,5,0.14,1
0,0,0,1,0,1,0,0,94,3.66,2
1,0,0,0,0,0,1,0,5,3.26,1
1,0,0,0,0,0,1,0,2,0.05,2
1,0,0,0,0,0,1,0,36,0.48,1
1,0,0,0,0,1,0,0,5,3.0,1
0,0,0,1,0,0,1,0,104,4.44,1
0,1,0,0,0,1,0,0,62,1.34,10
1,0,0,0,0,0,1,0,0,0.0,33
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,6,0.18,1
0,1,0,0,0,0,0,1,1,0.67,6
0,1,0,0,0,0,1,0,1,0.15,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,82,4.16,17
0,1,0,0,0,0,1,0,24,0.47,1
1,0,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,25,3.1,1
1,0,0,0,0,1,0,0,3,0.33,1
0,1,0,0,0,1,0,0,50,2.07,1
0,0,0,1,0,0,1,0,2,0.03,1
0,0,0,1,0,1,0,0,11,4.34,5
1,0,0,0,0,0,1,0,52,0.71,1
1,0,0,0,0,1,0,0,9,0.23,1
0,1,0,0,0,1,0,0,4,0.13,1
1,0,0,0,0,0,1,0,2,0.05,1
1,0,0,0,0,0,1,0,4,0.11,1
1,0,0,0,0,1,0,0,8,1.41,1
1,0,0,0,0,0,1,0,0,0.0,121
1,0,0,0,0,0,1,0,2,0.05,1
0,1,0,0,0,0,1,0,80,3.0,3
0,1,0,0,0,0,1,0,8,0.42,1
1,0,0,0,0,1,0,0,1,0.08,1
1,0,0,0,0,0,1,0,69,1.73,1
0,0,0,1,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.07,1
0,1,0,0,0,1,0,0,5,0.13,1
1,0,0,0,0,0,1,0,3,0.21,5
1,0,0,0,0,0,0,1,0,0.0,6
1,0,0,0,0,0,1,0,0,0.0,327
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,7,0.28,2
1,0,0,0,0,1,0,0,2,0.04,1
0,1,0,0,0,0,1,0,0,0.0,2
0,1,0,0,0,1,0,0,4,0.08,1
1,0,0,0,0,0,1,0,0,0.0,2
0,1,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,126,1.16,2
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,7,1.09,1
1,0,0,0,0,1,0,0,2,0.1,2
0,1,0,0,0,0,1,0,3,0.07,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,44,2.92,1
0,1,0,0,0,0,0,1,8,0.42,1
1,0,0,0,0,1,0,0,1,1.0,32
0,1,0,0,0,0,1,0,1,1.0,1
0,1,0,0,0,1,0,0,241,2.49,1
1,0,0,0,0,0,1,0,3,0.06,1
0,1,0,0,0,1,0,0,20,2.83,5
0,1,0,0,0,0,1,0,20,1.59,3
0,1,0,0,0,1,0,0,1,0.03,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,155,5.74,3
1,0,0,0,0,1,0,0,138,2.23,1
1,0,0,0,0,0,1,0,36,0.74,1
0,1,0,0,0,1,0,0,129,2.22,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.02,1
1,0,0,0,0,1,0,0,0,0.0,1
0,0,0,1,0,1,0,0,25,1.54,7
1,0,0,0,0,1,0,0,52,0.63,1
1,0,0,0,0,1,0,0,29,2.28,10
1,0,0,0,0,0,1,0,8,4.07,2
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,228,5.11,2
0,0,1,0,0,1,0,0,11,0.88,1
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,0,0.0,9
1,0,0,0,0,0,1,0,3,0.08,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,121
1,0,0,0,0,1,0,0,5,0.24,8
0,0,0,1,0,0,1,0,38,2.66,4
1,0,0,0,0,0,1,0,22,0.48,1
0,1,0,0,0,1,0,0,0,0.0,2
0,1,0,0,0,0,1,0,15,1.66,1
0,0,1,0,0,1,0,0,7,3.5,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,19,5.33,1
0,1,0,0,0,0,1,0,10,1.38,2
