neighborhood_manhattan,neighborhood_brooklyn,neighborhood_bronx,neighborhood_queens,neighborhood_staten_island,room_type_private,room_type_entire,room_type_shared,number_of_reviews,reviews_per_month,calculated_host_listings_count
1,0,0,0,0,0,1,0,18,0.29967157950662365,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,1,0.36897559956419423,4
0,1,0,0,0,0,1,0,12,0.3413099353225073,1
0,0,0,0,0,0,1,0,1,0.21440214232449206,15
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,4,0.18776294203054394,1
0,0,0,1,0,0,1,0,0,0.0,2
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,3,0.16,1
1,0,0,0,0,0,1,0,1,0.05,1
1,0,0,0,0,0,1,0,17,0.4607880204369023,1
1,0,0,0,0,0,1,0,47,2.0256838606605365,1
1,0,0,0,0,0,1,0,10,2.488043500364024,1
1,0,0,0,0,0,1,0,0,0.0,327
1,0,0,0,0,0,1,0,6,0.16,1
1,0,0,0,0,0,0,0,12,5.78293982696218,3
1,0,0,0,0,0,1,0,16,1.0621201344586046,1
1,0,0,0,0,0,1,0,0,0.0,14
0,0,0,0,0,0,1,0,5,0.34756287392353125,12
1,0,0,0,0,0,1,0,74,2.035634630466777,1
1,0,0,0,0,0,1,0,16,0.4881173370185393,1
1,0,0,0,0,0,1,0,16,0.4792492327873438,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,3,0.7732506483009909,2
1,0,0,0,0,0,1,0,4,0.11,1
0,1,0,0,0,0,1,0,1,0.08,1
1,0,0,0,0,0,1,0,14,0.285176789902066,39
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,0,0,15,0.4622372132763324,1
0,1,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,3,1.7743471878648225,1
0,1,0,0,0,0,1,0,2,0.18,1
1,0,0,0,0,0,1,0,148,3.1314287399592966,1
1,0,0,0,0,0,1,0,0,0.0,96
0,1,0,0,0,0,1,0,76,1.1207332939631958,1
1,0,0,0,0,0,1,0,2,0.11,1
0,1,0,0,0,0,1,0,12,0.19960985740850384,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,12,1.920115671448388,1
0,1,0,0,0,0,1,0,6,0.25717832642236543,2
1,0,0,0,0,0,1,0,3,0.05,1
1,0,0,0,0,1,0,0,2,0.053348841198703166,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,61,2.0910797933368683,1
0,1,0,0,0,0,1,0,122,1.6432902516557808,1
1,0,0,0,0,0,1,0,2,0.5629225635193823,1
1,0,0,0,0,0,1,0,5,3.1334643456565385,1
1,0,0,0,0,0,1,0,2,0.04,1
1,0,0,0,0,0,1,0,129,1.3923498670651444,1
1,0,0,0,0,0,1,0,6,0.1,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,1,0,22,0.45,1
0,1,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,1,0.7391271300334911,5
1,0,0,0,0,0,1,0,7,0.9011836089300092,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,132,4.159601778939551,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,42,2.2631084146435536,1
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,34,0.7422987458311179,1
1,0,0,0,0,0,1,0,7,0.2797349116711514,1
0,1,0,0,0,0,1,0,4,0.22,1
1,0,0,0,0,0,1,0,78,3.0533078592929104,1
1,0,0,0,0,0,1,0,2,0.05,1
0,1,0,0,0,0,1,0,64,3.1835711019225483,1
1,0,0,0,0,0,1,0,42,2.233703485031146,1
0,1,0,0,0,0,1,0,2,2.0,2
1,0,0,0,0,0,1,0,11,0.8812502824876115,1
1,0,0,0,0,0,1,0,44,0.9733205885560376,1
1,0,0,0,0,0,1,0,3,3.0,1
0,1,0,0,0,0,1,0,4,0.13948550929397027,1
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,14,4.21283300635647,1
1,0,0,0,0,0,1,0,2,0.06,1
1,0,0,0,0,0,1,0,11,0.5102757688076123,10
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,46,2.2324858442560958,1
1,0,0,0,0,0,1,0,4,2.2702757567428655,1
1,0,0,0,0,0,1,0,66,3.3550027305894328,1
1,0,0,0,0,0,1,0,45,1.1601640336054166,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,5,2.9411877398473454,1
1,0,0,0,0,0,1,0,1,0.03,1
1,0,0,0,0,0,1,0,9,0.8008358635842407,1
1,0,0,0,0,0,1,0,46,0.7793576957837441,1
1,0,0,0,0,1,0,0,1,0.03561787717731253,1
1,0,0,0,0,0,1,0,0,0.0,87
0,0,0,0,0,0,1,0,13,0.7163155617454963,5
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,24,0.6367676309510841,1
1,0,0,0,0,0,1,0,136,2.8318882441930904,1
1,0,0,0,0,0,1,0,5,0.2134990357340888,1
1,0,0,0,0,0,1,0,67,0.9058330173618002,1
1,0,0,0,0,1,0,0,5,0.2865314527027591,1
0,0,0,1,0,0,1,0,10,0.6253005855921986,1
1,0,0,0,0,0,1,0,83,1.9004923100686253,1
1,0,0,0,0,0,1,0,0,0.0,96
1,0,0,0,0,0,1,0,122,2.383216940421144,1
1,0,0,0,0,0,1,0,1,0.21180675423363224,232
0,1,0,0,0,0,1,0,7,0.12,1
1,0,0,0,0,0,1,0,74,2.0778322504207867,1
0,1,0,0,0,0,1,0,1,0.08,1
1,0,0,0,0,0,1,0,11,2.4488970210991923,327
1,0,0,0,0,0,1,0,3,0.2410269309752995,91
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,65,1.0966226275875124,1
1,0,0,0,0,0,1,0,11,1.0798684603666586,4
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,5,4.576788712842887,1
1,0,0,0,0,0,1,0,0,0.0,96
0,1,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,3,2.349890261381389,1
1,0,0,0,0,0,1,0,3,0.08,1
0,1,0,0,0,0,1,0,1,0.08,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,35,0.4884532260155977,1
0,1,0,0,0,0,1,0,1,0.38880934639964587,1
1,0,0,0,0,0,1,0,15,0.5445237009497602,1
0,1,0,0,0,0,1,0,3,0.136156188852951,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,2,0.16619682536549027,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,36,4.525591150585411,2
1,0,0,0,0,0,1,0,68,2.5133157048710917,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,14,3.513327107883165,2
1,0,0,0,0,0,0,0,1,0.42548870620196266,20
1,0,0,0,0,0,1,0,43,1.1540224815289657,1
1,0,0,0,0,0,1,0,1,0.11,1
0,1,0,0,0,0,1,0,95,1.262089666594176,1
0,1,0,0,0,0,1,0,31,0.6403704172393861,1
1,0,0,0,0,1,0,0,1,1.0,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,38,0.5524637762601559,1
1,0,0,0,0,0,1,0,23,0.6481328552520056,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,1,0.05,1
1,0,0,0,0,0,1,0,44,4.498360031307279,1
1,0,0,0,0,0,1,0,10,0.6885027429063543,1
0,0,0,1,0,0,1,0,1,0.03,1
1,0,0,0,0,1,0,0,0,0.0,20
1,0,0,0,0,0,1,0,14,0.6402537450098444,4
1,0,0,0,0,0,1,0,9,0.338705196310335,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,1,0.11,1
0,1,0,0,0,0,0,0,31,2.842044262102976,1
1,0,0,0,0,0,1,0,4,4.0,1
1,0,0,0,0,0,1,0,1,0.05,1
1,0,0,0,0,0,1,0,0,0.0,232
0,0,0,1,0,0,0,0,22,0.3909289792449817,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,40,1.261396235610571,1
0,1,0,0,0,0,1,0,18,0.3283521014114625,2
1,0,0,0,0,0,1,0,2,0.7475329045404305,1
0,1,0,0,0,0,1,0,7,0.3077362659762895,2
1,0,0,0,0,0,1,0,0,0.0,65
1,0,0,0,0,0,0,1,0,0.0,1
1,0,0,0,0,0,1,0,9,0.3385753133179541,1
0,1,0,0,0,0,1,0,9,0.5539411769362282,1
0,0,0,0,0,0,1,0,5,5.0,1
0,1,0,0,0,0,1,0,0,0.0,3
0,0,0,0,0,0,1,0,138,2.475474783179993,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,71,3.864618933306213,1
1,0,0,0,0,0,1,0,9,0.6196160638067433,1
0,1,0,0,0,0,1,0,4,0.5880605323157171,1
0,0,0,0,0,0,1,0,74,1.3763033729522165,3
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,87
1,0,0,0,0,0,1,0,1,0.02240052496361501,4
1,0,0,0,0,0,1,0,0,0.0,3
1,0,0,0,0,0,1,0,4,0.14973016487850987,91
0,0,0,0,0,0,1,0,12,1.4010163194012286,4
1,0,0,0,0,0,1,0,0,0.0,87
1,0,0,0,0,1,0,0,7,0.12794449953436388,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,21,1.0017315148138133,1
1,0,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,6,3.3748568249552133,1
1,0,0,0,0,0,1,0,2,0.38,2
1,0,0,0,0,0,1,0,2,0.7981523996915191,1
1,0,0,0,0,0,1,0,0,0.0,50
1,0,0,0,0,0,1,0,0,0.0,96
1,0,0,0,0,0,1,0,17,0.5111732186048751,2
1,0,0,0,0,0,1,0,12,0.6097288108881426,1
1,0,0,0,0,0,1,0,52,0.9520398961323178,1
0,1,0,0,0,1,0,0,0,0.0,3
1,0,0,0,0,0,1,0,6,1.5563387388084742,327
1,0,0,0,0,0,1,0,4,0.11241029972129396,1
0,1,0,0,0,0,1,0,4,0.1850608776245468,2
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,2,2.0,1
1,0,0,0,0,0,1,0,1,0.15,1
1,0,0,0,0,0,1,0,22,0.3687509818421922,1
1,0,0,0,0,0,1,0,7,4.496501853354781,1
1,0,0,0,0,0,1,0,2,0.04,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,9
1,0,0,0,0,0,1,0,81,1.912582623825399,2
0,0,0,1,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,8,0.41,1
1,0,0,0,0,0,1,0,3,0.14,1
0,1,0,0,0,0,1,0,12,1.4456157297544678,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,13,0.9473098110795691,1
1,0,0,0,0,0,1,0,7,3.952961243445592,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,1,0.03,1
0,0,0,1,0,0,1,0,3,1.4557805243254114,1
0,1,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,52,1.438038922977244,1
0,1,0,0,0,0,1,0,7,0.15317354543460987,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,96
1,0,0,0,0,0,1,0,86,4.589578529783221,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,41,0.7513700283978668,1
0,1,0,0,0,0,1,0,1,0.4106217971719176,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,37,0.9138976871613173,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,12,0.2083977877512666,1
0,1,0,0,0,0,1,0,4,0.53,1
0,1,0,0,0,0,1,0,3,3.0,1
0,1,0,0,0,1,0,0,8,0.09226183123630233,28
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,2,0.05,1
0,1,0,0,0,0,0,0,13,0.3780276698438995,2
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,24,0.3640067696895584,1
0,1,0,0,0,0,1,0,6,1.2469620373677919,1
1,0,0,0,0,0,1,0,0,0.0,49
1,0,0,0,0,0,1,0,18,0.699611720250345,1
1,0,0,0,0,0,1,0,3,0.05,1
0,0,0,1,0,0,1,0,2,0.6455973202999046,1
0,1,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,4,0.11,1
0,1,0,0,0,0,1,0,3,3.0,1
1,0,0,0,0,0,1,0,76,1.6981302126292268,1
1,0,0,0,0,0,1,0,28,0.6494751568596957,1
1,0,0,0,0,0,1,0,20,1.9622547947037157,1
0,0,0,1,0,0,1,0,2,2.0,1
1,0,0,0,0,1,0,0,0,0.0,14
1,0,0,0,0,0,1,0,8,1.095679193406974,49
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,28,0.6170383543217274,3
1,0,0,0,0,0,1,0,2,1.3,1
0,1,0,0,0,0,1,0,22,0.3349517113238021,1
1,0,0,0,0,1,0,0,2,0.312532791347,1
1,0,0,0,0,0,1,0,2,0.8990250107000939,12
1,0,0,0,0,1,0,0,0,0.0,3
0,1,0,0,0,0,1,0,9,0.2745564694100833,1
1,0,0,0,0,0,1,0,118,2.727766069140845,1
1,0,0,0,0,0,1,0,1,0.4147187461660283,49
1,0,0,0,0,0,1,0,6,3.3405288460988665,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,40,1.513737821474179,2
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,1,0,0,0,0.0,5
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,10
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,2,0.06,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,4,0.11121550619166126,1
0,1,0,0,0,0,1,0,1,0.04,1
1,0,0,0,0,0,1,0,12,1.0016454317759154,4
1,0,0,0,0,0,1,0,33,1.2132146488844062,1
0,1,0,0,0,0,1,0,1,0.15,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,122,3.0334961435445367,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,1,0,0,3,1.5947460655956474,7
0,1,0,0,0,0,1,0,3,0.08,1
1,0,0,0,0,0,1,0,4,4.0,1
0,1,0,0,0,0,1,0,10,0.21908759008148126,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,12
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,5,0.10389728925553987,1
0,1,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,2,0.2272422244442233,2
1,0,0,0,0,0,1,0,43,0.9280045547143824,1
1,0,0,0,0,0,1,0,8,0.3900862402901157,25
1,0,0,0,0,0,1,0,157,4.4014941174527005,1
0,1,0,0,0,0,1,0,1,0.16,1
1,0,0,0,0,0,1,0,51,0.6299539993411604,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,18,0.3892837155782167,1
0,1,0,0,0,0,1,0,1,0.2700451450129026,1
1,0,0,0,0,0,1,0,19,2.5761065024477348,1
0,1,0,0,0,0,1,0,20,3.7706638276108495,1
1,0,0,0,0,1,0,0,40,1.1905166146032875,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,48,1.2780788362474351,1
1,0,0,0,0,0,1,0,4,0.6451859996477606,1
1,0,0,0,0,0,1,0,17,0.7662846352512086,1
1,0,0,0,0,0,1,0,3,1.1848652350334727,327
1,0,0,0,0,0,1,0,0,0.0,87
0,1,0,0,0,0,1,0,24,1.158181769811765,1
1,0,0,0,0,0,1,0,15,0.29974254258996585,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,1,0.6763796680720473,15
0,1,0,0,0,0,1,0,121,2.729136278533701,1
0,1,0,0,0,0,1,0,10,0.2294454090827503,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,13,0.2519048994632586,1
1,0,0,0,0,0,1,0,12,0.2668079033749252,1
1,0,0,0,0,0,1,0,2,0.09,1
0,1,0,0,0,0,1,0,145,3.4615000635706363,2
1,0,0,0,0,0,1,0,17,0.4918693541393747,2
0,1,0,0,0,0,1,0,42,1.500522199151528,1
1,0,0,0,0,0,1,0,0,0.0,96
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,5,1.17,327
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,7,1.7196400262597704,327
1,0,0,0,0,1,0,0,8,1.006335645392889,11
0,1,0,0,0,0,1,0,3,2.396090157178975,1
0,1,0,0,0,1,0,0,20,0.4700570972773123,12
1,0,0,0,0,0,1,0,22,0.43906222014997065,1
1,0,0,0,0,0,1,0,31,1.5031725957948294,1
0,1,0,0,0,0,1,0,22,0.6820005262378919,1
1,0,0,0,0,1,0,0,2,0.3070930452280538,1
1,0,0,0,0,0,1,0,10,0.9707800634643204,1
1,0,0,0,0,0,0,0,6,1.3318719539862185,8
1,0,0,0,0,0,1,0,15,0.7026899598948317,1
0,1,0,0,0,0,1,0,6,0.0913747832876868,1
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,17,1.0750702059658337,1
1,0,0,0,0,0,1,0,3,0.08,1
0,0,0,0,0,0,1,0,108,1.3702026431833023,2
1,0,0,0,0,0,1,0,0,0.0,3
0,0,0,0,0,0,1,0,62,2.837358139241603,1
0,1,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,5,0.06600679908251315,3
0,0,0,1,0,0,1,0,1,0.18218052698128198,2
0,1,0,0,0,0,1,0,33,0.8011849966460904,2
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,2,2.0,1
1,0,0,0,0,0,1,0,0,0.0,327
1,0,0,0,0,0,1,0,1,0.02,1
1,0,0,0,0,0,1,0,1,0.42,1
1,0,0,0,0,0,0,0,10,7.892993966706452,7
1,0,0,0,0,0,1,0,3,0.26,1
1,0,0,0,0,0,1,0,5,1.8291352229612965,327
0,0,0,0,1,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,23,0.6993811162430249,1
1,0,0,0,0,1,0,0,0,0.0,1
0,1,0,0,0,0,1,0,29,3.849268666131018,1
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,1,0,1,0,0,0,0.0,2
0,0,0,1,0,0,1,0,0,0.0,4
0,1,0,0,0,0,1,0,26,0.7973405336509067,1
1,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,58,1.2349837083905246,1
1,0,0,0,0,0,1,0,161,3.3107439740481523,1
1,0,0,0,0,0,0,1,0,0.009932058739117906,1
0,1,0,0,0,0,1,0,14,0.6517641059650827,1
0,0,0,0,0,0,1,0,172,3.899911871674597,1
0,0,0,1,0,0,1,0,4,0.19132476924693773,1
1,0,0,0,0,0,1,0,8,0.6181932307415419,7
1,0,0,0,0,0,1,0,9,0.18181079205029532,1
1,0,0,0,0,0,1,0,69,3.770649950380372,1
1,0,0,0,0,0,1,0,49,1.0817440021181102,1
1,0,0,0,0,0,1,0,4,4.0,1
1,0,0,0,0,0,1,0,13,0.2110463988873666,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,34,0.5100461608474329,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,1,0.09,1
1,0,0,0,0,0,1,0,2,1.6388480461753392,1
1,0,0,0,0,0,1,0,95,1.35583558713247,1
0,1,0,0,0,0,1,0,6,0.08452149341112923,1
1,0,0,0,0,0,0,0,220,3.5443715070417423,2
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,1,0.03,1
0,1,0,0,0,0,1,0,6,0.5696069021214879,1
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,1,0.07088778933981002,96
1,0,0,0,0,0,1,0,5,2.7293300897712847,1
1,0,0,0,0,0,1,0,5,1.1755866029136084,327
0,1,0,0,0,0,1,0,10,0.8417865595405116,1
1,0,0,0,0,0,0,0,29,1.9950502551799243,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,82,2.6215655753394578,4
0,1,0,0,0,0,1,0,77,1.0059500849340015,1
1,0,0,0,0,1,0,0,7,0.1953070627385711,1
0,1,0,0,0,0,1,0,1,0.8486573492218918,1
1,0,0,0,0,1,0,0,0,0.0,3
1,0,0,0,0,0,1,0,4,3.655820086913831,1
1,0,0,0,0,0,1,0,5,1.4112747146433795,327
1,0,0,0,0,0,1,0,2,0.09,1
1,0,0,0,0,0,1,0,7,3.74041760694176,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,235,3.1106222605239986,1
0,0,0,1,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,1,0,0,3,0.09905400824491717,13
0,1,0,0,0,0,1,0,40,1.7999506680295667,1
1,0,0,0,0,0,1,0,3,0.1818016133841318,1
1,0,0,0,0,0,1,0,3,0.05,1
1,0,0,0,0,0,1,0,11,4.255044596598061,1
1,0,0,0,0,0,1,0,26,0.58147803249093,1
1,0,0,0,0,0,1,0,6,0.2614042651706881,2
0,1,0,0,0,0,1,0,0,0.0,2
0,1,0,0,0,0,1,0,1,0.16,1
1,0,0,0,0,0,1,0,2,2.0,1
0,1,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,0,0.0,23
1,0,0,0,0,0,1,0,15,1.0574857155046746,1
1,0,0,0,0,0,1,0,0,0.0,12
0,1,0,0,0,0,1,0,3,0.35935173479496496,1
1,0,0,0,0,0,1,0,16,0.8346683691857508,1
1,0,0,0,0,0,1,0,8,0.5599590096376892,1
1,0,0,0,0,0,1,0,2,0.07318188592154251,87
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,3,0.08734224470123615,2
0,1,0,0,0,0,1,0,0,0.0,2
1,0,0,0,0,0,1,0,1,1.0,6
0,1,0,0,0,0,1,0,48,0.9769418406412964,1
0,1,0,0,0,0,1,0,1,0.07573209643973337,1
1,0,0,0,0,1,0,0,10,3.2915982666868118,1
0,1,0,0,0,0,1,0,78,3.802936760084749,1
1,0,0,0,0,0,1,0,0,0.0,14
1,0,0,0,0,0,1,0,44,4.8684986083151465,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,239,3.15649237864474,1
0,0,0,0,0,1,0,0,0,0.0,1
1,0,0,0,0,0,1,0,3,0.24,1
1,0,0,0,0,0,1,0,3,0.24,1
1,0,0,0,0,0,1,0,3,0.08,1
0,1,0,0,0,0,1,0,14,0.9284288018158626,1
1,0,0,0,0,0,1,0,31,2.412397213983581,1
1,0,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,7,1.6208548463911183,1
0,1,0,0,0,0,1,0,92,2.2887118978642134,1
0,1,0,0,0,0,1,0,19,0.23,1
1,0,0,0,0,0,1,0,5,0.1790655065262388,1
1,0,0,0,0,0,1,0,3,2.314572103486098,1
1,0,0,0,0,1,0,0,7,0.1457333674432008,1
0,0,0,0,0,0,1,0,40,4.999991363626455,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,7,0.26736794193526164,1
0,1,0,0,0,0,1,0,1,0.11,1
1,0,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,24,1.1135472615471884,1
0,1,0,0,0,1,0,0,4,0.14305024046425535,1
1,0,0,0,0,0,1,0,0,0.0,4
1,0,0,0,0,0,1,0,9,1.9400145252048382,1
1,0,0,0,0,0,1,0,107,2.645292898514906,1
0,1,0,0,0,0,1,0,76,3.0540425676727065,2
1,0,0,0,0,1,0,0,2,0.13874787417209972,1
0,1,0,0,0,0,0,0,31,0.8574838944010064,2
0,1,0,0,0,0,1,0,6,0.14,1
0,1,0,0,0,0,1,0,12,1.3307490645549132,1
0,1,0,0,0,0,1,0,0,0.0,1
0,1,0,0,0,0,1,0,5,0.15,2
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,1,0,1,0.04754673692927088,87
0,1,0,0,0,0,1,0,1,1.0,1
0,0,0,1,0,0,1,0,0,0.0,1
0,0,0,0,0,0,1,0,29,1.0332133969727708,2
1,0,0,0,0,0,1,0,2,0.14,1
0,0,0,0,0,0,1,0,158,3.5755412568568614,1
0,0,0,1,0,0,1,0,9,0.4302143260760937,2
1,0,0,0,0,0,1,0,58,2.74597528940374,1
0,1,0,0,0,0,1,0,10,0.7889677444427263,1
0,1,0,0,0,0,1,0,51,2.311647270394332,1
1,0,0,0,0,0,1,0,31,2.996033065166127,1
0,0,0,0,0,0,1,0,240,2.4386522446803265,1
0,0,0,0,0,0,1,0,105,2.0953248428621256,3
1,0,0,0,0,0,1,0,10,4.5310130552364365,1
1,0,0,0,0,0,1,0,57,1.3679123498204315,1
1,0,0,0,0,0,1,0,0,0.0,232
1,0,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,0,1,0,10,0.25,1
1,0,0,0,0,0,1,0,5,0.5811182461324288,1
1,0,0,0,0,0,1,0,1,0.02,1
0,1,0,0,0,0,1,0,32,2.632914566884456,1
0,1,0,0,0,0,1,0,23,0.7708075043061093,1
0,1,0,0,0,0,1,0,1,1.0,1
1,0,0,0,0,1,0,0,0,0.0,14
1,0,0,0,0,0,1,0,0,0.0,1
0,0,0,0,0,0,1,0,181,4.30487315293378,1
1,0,0,0,0,0,1,0,1,0.03,1
0,1,0,0,0,0,1,0,67,2.394672277879622,2
1,0,0,0,0,0,1,0,28,3.82955158380449,1
1,0,0,0,0,0,1,0,2,0.34837434597813777,2
1,0,0,0,0,0,1,0,107,3.0029345020376863,1
1,0,0,0,0,0,1,0,13,3.4563631926884444,1
1,0,0,0,0,0,1,0,2,0.08,121
1,0,0,0,0,0,1,0,1,0.4239749636469001,33
1,0,0,0,0,0,1,0,57,2.5869431283763387,1
1,0,0,0,0,0,1,0,7,0.1,1
0,1,0,0,0,0,1,0,0,0.0,1
1,0,0,0,0,0,1,0,13,0.25300209653494554,1
1,0,0,0,0,0,1,0,0,0.0,232
0,1,0,0,0,0,1,0,77,3.5225330349607598,1
1,0,0,0,0,1,0,0,1,0.05,1
0,1,0,0,0,1,0,0,1,0.16,1
1,0,0,0,0,0,1,0,5,0.4699709517178746,1
1,0,0,0,0,0,1,0,8,0.54,1
